csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.000 precision:0.935 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1178 false_negative:0 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.050 precision:0.944 recall:0.966 true_negative_rate:0.178 true_positive:16286 true_negative:210 false_positive:968 false_negative:571 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.100 precision:0.969 recall:0.869 true_negative_rate:0.604 true_positive:14650 true_negative:712 false_positive:466 false_negative:2207 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.150 precision:0.983 recall:0.700 true_negative_rate:0.828 true_positive:11804 true_negative:975 false_positive:203 false_negative:5053 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.200 precision:0.985 recall:0.514 true_negative_rate:0.885 true_positive:8666 true_negative:1043 false_positive:135 false_negative:8191 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.250 precision:0.986 recall:0.370 true_negative_rate:0.924 true_positive:6242 true_negative:1088 false_positive:90 false_negative:10615 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.300 precision:0.990 recall:0.271 true_negative_rate:0.960 true_positive:4573 true_negative:1131 false_positive:47 false_negative:12284 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.350 precision:0.996 recall:0.204 true_negative_rate:0.987 true_positive:3442 true_negative:1163 false_positive:15 false_negative:13415 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.400 precision:0.997 recall:0.150 true_negative_rate:0.994 true_positive:2523 true_negative:1171 false_positive:7 false_negative:14334 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1767 true_negative:1178 false_positive:0 false_negative:15090 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:1111 true_negative:1178 false_positive:0 false_negative:15746 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.041 true_negative_rate:1.000 true_positive:684 true_negative:1178 false_positive:0 false_negative:16173 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:403 true_negative:1178 false_positive:0 false_negative:16454 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:174 true_negative:1178 false_positive:0 false_negative:16683 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:62 true_negative:1178 false_positive:0 false_negative:16795 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:1178 false_positive:0 false_negative:16831 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:1178 false_positive:0 false_negative:16837 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:1178 false_positive:0 false_negative:16844 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1178 false_positive:0 false_negative:16852 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:1178 false_positive:0 false_negative:16854 
csail_ocount_100_osize_6_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1178 false_positive:0 false_negative:16856 
