fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.000 precision:0.989 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:393 false_negative:0 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.050 precision:0.995 recall:0.977 true_negative_rate:0.570 true_positive:35642 true_negative:224 false_positive:169 false_negative:823 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.100 precision:0.997 recall:0.909 true_negative_rate:0.784 true_positive:33146 true_negative:308 false_positive:85 false_negative:3319 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.773 true_negative_rate:0.898 true_positive:28185 true_negative:353 false_positive:40 false_negative:8280 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.610 true_negative_rate:0.949 true_positive:22233 true_negative:373 false_positive:20 false_negative:14232 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.477 true_negative_rate:0.964 true_positive:17380 true_negative:379 false_positive:14 false_negative:19085 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.372 true_negative_rate:0.980 true_positive:13565 true_negative:385 false_positive:8 false_negative:22900 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.274 true_negative_rate:0.985 true_positive:10000 true_negative:387 false_positive:6 false_negative:26465 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.195 true_negative_rate:0.995 true_positive:7122 true_negative:391 false_positive:2 false_negative:29343 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.138 true_negative_rate:0.995 true_positive:5038 true_negative:391 false_positive:2 false_negative:31427 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:3476 true_negative:393 false_positive:0 false_negative:32989 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:2322 true_negative:393 false_positive:0 false_negative:34143 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1366 true_negative:393 false_positive:0 false_negative:35099 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:627 true_negative:393 false_positive:0 false_negative:35838 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:252 true_negative:393 false_positive:0 false_negative:36213 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:120 true_negative:393 false_positive:0 false_negative:36345 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:54 true_negative:393 false_positive:0 false_negative:36411 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:28 true_negative:393 false_positive:0 false_negative:36437 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:393 false_positive:0 false_negative:36449 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:393 false_positive:0 false_negative:36458 
fr079_ocount_180_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:393 false_positive:0 false_negative:36464 
