fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.000 precision:0.905 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:3655 false_negative:0 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.050 precision:0.914 recall:0.936 true_negative_rate:0.161 true_positive:32606 true_negative:590 false_positive:3065 false_negative:2225 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.100 precision:0.938 recall:0.788 true_negative_rate:0.503 true_positive:27462 true_negative:1837 false_positive:1818 false_negative:7369 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.150 precision:0.969 recall:0.604 true_negative_rate:0.814 true_positive:21034 true_negative:2975 false_positive:680 false_negative:13797 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.200 precision:0.987 recall:0.472 true_negative_rate:0.943 true_positive:16457 true_negative:3445 false_positive:210 false_negative:18374 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.392 true_negative_rate:0.976 true_positive:13645 true_negative:3566 false_positive:89 false_negative:21186 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.300 precision:0.993 recall:0.329 true_negative_rate:0.979 true_positive:11447 true_negative:3580 false_positive:75 false_negative:23384 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.350 precision:0.995 recall:0.272 true_negative_rate:0.988 true_positive:9478 true_negative:3611 false_positive:44 false_negative:25353 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.228 true_negative_rate:0.997 true_positive:7930 true_negative:3645 false_positive:10 false_negative:26901 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:0.999 true_positive:6417 true_negative:3653 false_positive:2 false_negative:28414 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:4957 true_negative:3654 false_positive:1 false_negative:29874 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3826 true_negative:3654 false_positive:1 false_negative:31005 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2662 true_negative:3655 false_positive:0 false_negative:32169 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1763 true_negative:3655 false_positive:0 false_negative:33068 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1259 true_negative:3655 false_positive:0 false_negative:33572 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:986 true_negative:3655 false_positive:0 false_negative:33845 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:648 true_negative:3655 false_positive:0 false_negative:34183 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:225 true_negative:3655 false_positive:0 false_negative:34606 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:50 true_negative:3655 false_positive:0 false_negative:34781 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3655 false_positive:0 false_negative:34819 
fhw_ocount_120_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3655 false_positive:0 false_negative:34830 
