csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.000 precision:0.939 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1104 false_negative:0 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.050 precision:0.947 recall:0.978 true_negative_rate:0.162 true_positive:16478 true_negative:179 false_positive:925 false_negative:379 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.100 precision:0.968 recall:0.903 true_negative_rate:0.546 true_positive:15214 true_negative:603 false_positive:501 false_negative:1643 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.150 precision:0.989 recall:0.754 true_negative_rate:0.870 true_positive:12708 true_negative:960 false_positive:144 false_negative:4149 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.200 precision:0.996 recall:0.565 true_negative_rate:0.965 true_positive:9519 true_negative:1065 false_positive:39 false_negative:7338 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.409 true_negative_rate:0.992 true_positive:6896 true_negative:1095 false_positive:9 false_negative:9961 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.302 true_negative_rate:0.995 true_positive:5096 true_negative:1098 false_positive:6 false_negative:11761 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.225 true_negative_rate:0.998 true_positive:3786 true_negative:1102 false_positive:2 false_negative:13071 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.158 true_negative_rate:0.999 true_positive:2664 true_negative:1103 false_positive:1 false_negative:14193 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.105 true_negative_rate:0.999 true_positive:1769 true_negative:1103 false_positive:1 false_negative:15088 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:1086 true_negative:1104 false_positive:0 false_negative:15771 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:662 true_negative:1104 false_positive:0 false_negative:16195 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:359 true_negative:1104 false_positive:0 false_negative:16498 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:168 true_negative:1104 false_positive:0 false_negative:16689 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:63 true_negative:1104 false_positive:0 false_negative:16794 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:1104 false_positive:0 false_negative:16829 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:17 true_negative:1104 false_positive:0 false_negative:16840 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:1104 false_positive:0 false_negative:16845 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1104 false_positive:0 false_negative:16852 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1104 false_positive:0 false_negative:16853 
csail_ocount_180_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1104 false_positive:0 false_negative:16856 
