aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.000 precision:0.925 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3056 false_negative:0 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.050 precision:0.918 recall:0.864 true_negative_rate:0.048 true_positive:32671 true_negative:147 false_positive:2909 false_negative:5124 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.100 precision:0.956 recall:0.725 true_negative_rate:0.588 true_positive:27407 true_negative:1797 false_positive:1259 false_negative:10388 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.150 precision:0.982 recall:0.624 true_negative_rate:0.862 true_positive:23573 true_negative:2634 false_positive:422 false_negative:14222 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.544 true_negative_rate:0.970 true_positive:20550 true_negative:2963 false_positive:93 false_negative:17245 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.479 true_negative_rate:0.995 true_positive:18114 true_negative:3040 false_positive:16 false_negative:19681 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.424 true_negative_rate:0.995 true_positive:16008 true_negative:3040 false_positive:16 false_negative:21787 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.358 true_negative_rate:0.995 true_positive:13519 true_negative:3040 false_positive:16 false_negative:24276 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.293 true_negative_rate:0.995 true_positive:11077 true_negative:3040 false_positive:16 false_negative:26718 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.233 true_negative_rate:0.999 true_positive:8824 true_negative:3054 false_positive:2 false_negative:28971 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.191 true_negative_rate:0.999 true_positive:7227 true_negative:3054 false_positive:2 false_negative:30568 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.145 true_negative_rate:1.000 true_positive:5499 true_negative:3056 false_positive:0 false_negative:32296 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.103 true_negative_rate:1.000 true_positive:3886 true_negative:3056 false_positive:0 false_negative:33909 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:2636 true_negative:3056 false_positive:0 false_negative:35159 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:1456 true_negative:3056 false_positive:0 false_negative:36339 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:576 true_negative:3056 false_positive:0 false_negative:37219 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:81 true_negative:3056 false_positive:0 false_negative:37714 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:43 true_negative:3056 false_positive:0 false_negative:37752 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:3056 false_positive:0 false_negative:37769 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3056 false_positive:0 false_negative:37782 
aces_publicb_ocount_20_osize_21_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3056 false_positive:0 false_negative:37794 
