fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.000 precision:0.906 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:3632 false_negative:0 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.050 precision:0.901 recall:0.932 true_negative_rate:0.015 true_positive:32461 true_negative:53 false_positive:3579 false_negative:2370 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.100 precision:0.891 recall:0.776 true_negative_rate:0.091 true_positive:27031 true_negative:331 false_positive:3301 false_negative:7800 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.150 precision:0.888 recall:0.603 true_negative_rate:0.269 true_positive:21001 true_negative:978 false_positive:2654 false_negative:13830 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.200 precision:0.901 recall:0.467 true_negative_rate:0.507 true_positive:16270 true_negative:1843 false_positive:1789 false_negative:18561 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.250 precision:0.934 recall:0.387 true_negative_rate:0.738 true_positive:13469 true_negative:2682 false_positive:950 false_negative:21362 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.300 precision:0.982 recall:0.323 true_negative_rate:0.942 true_positive:11261 true_negative:3423 false_positive:209 false_negative:23570 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.272 true_negative_rate:0.997 true_positive:9462 true_negative:3621 false_positive:11 false_negative:25369 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.228 true_negative_rate:0.999 true_positive:7936 true_negative:3630 false_positive:2 false_negative:26895 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6421 true_negative:3632 false_positive:0 false_negative:28410 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5014 true_negative:3632 false_positive:0 false_negative:29817 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:3785 true_negative:3632 false_positive:0 false_negative:31046 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2636 true_negative:3632 false_positive:0 false_negative:32195 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1687 true_negative:3632 false_positive:0 false_negative:33144 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1214 true_negative:3632 false_positive:0 false_negative:33617 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.026 true_negative_rate:1.000 true_positive:906 true_negative:3632 false_positive:0 false_negative:33925 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:627 true_negative:3632 false_positive:0 false_negative:34204 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:209 true_negative:3632 false_positive:0 false_negative:34622 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:49 true_negative:3632 false_positive:0 false_negative:34782 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:3632 false_positive:0 false_negative:34823 
fhw_ocount_20_osize_32_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3632 false_positive:0 false_negative:34830 
