csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.796 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:4331 false_negative:0 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.805 recall:0.949 true_negative_rate:0.107 true_positive:15993 true_negative:465 false_positive:3866 false_negative:864 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.850 recall:0.818 true_negative_rate:0.438 true_positive:13793 true_negative:1896 false_positive:2435 false_negative:3064 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.902 recall:0.606 true_negative_rate:0.744 true_positive:10209 true_negative:3221 false_positive:1110 false_negative:6648 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.934 recall:0.421 true_negative_rate:0.885 true_positive:7104 true_negative:3833 false_positive:498 false_negative:9753 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.969 recall:0.308 true_negative_rate:0.962 true_positive:5187 true_negative:4166 false_positive:165 false_negative:11670 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.300 precision:0.986 recall:0.236 true_negative_rate:0.987 true_positive:3970 true_negative:4274 false_positive:57 false_negative:12887 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.350 precision:0.990 recall:0.176 true_negative_rate:0.993 true_positive:2972 true_negative:4302 false_positive:29 false_negative:13885 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.400 precision:0.996 recall:0.129 true_negative_rate:0.998 true_positive:2169 true_negative:4322 false_positive:9 false_negative:14688 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.450 precision:0.996 recall:0.089 true_negative_rate:0.999 true_positive:1494 true_negative:4325 false_positive:6 false_negative:15363 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.500 precision:0.996 recall:0.054 true_negative_rate:0.999 true_positive:904 true_negative:4327 false_positive:4 false_negative:15953 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.550 precision:0.996 recall:0.031 true_negative_rate:1.000 true_positive:515 true_negative:4329 false_positive:2 false_negative:16342 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:254 true_negative:4331 false_positive:0 false_negative:16603 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:94 true_negative:4331 false_positive:0 false_negative:16763 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:40 true_negative:4331 false_positive:0 false_negative:16817 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:4331 false_positive:0 false_negative:16831 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:4331 false_positive:0 false_negative:16844 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:9 true_negative:4331 false_positive:0 false_negative:16848 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:4331 false_positive:0 false_negative:16852 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:4331 false_positive:0 false_negative:16854 
csail_ocount_140_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4331 false_positive:0 false_negative:16856 
