csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.000 precision:0.889 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2111 false_negative:0 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.050 precision:0.905 recall:0.944 true_negative_rate:0.211 true_positive:15919 true_negative:445 false_positive:1666 false_negative:938 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.100 precision:0.948 recall:0.815 true_negative_rate:0.644 true_positive:13743 true_negative:1360 false_positive:751 false_negative:3114 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.150 precision:0.971 recall:0.609 true_negative_rate:0.856 true_positive:10272 true_negative:1808 false_positive:303 false_negative:6585 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.200 precision:0.981 recall:0.428 true_negative_rate:0.934 true_positive:7207 true_negative:1972 false_positive:139 false_negative:9650 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.250 precision:0.986 recall:0.314 true_negative_rate:0.965 true_positive:5295 true_negative:2038 false_positive:73 false_negative:11562 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.300 precision:0.993 recall:0.240 true_negative_rate:0.986 true_positive:4039 true_negative:2081 false_positive:30 false_negative:12818 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.181 true_negative_rate:0.995 true_positive:3053 true_negative:2100 false_positive:11 false_negative:13804 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.400 precision:0.998 recall:0.134 true_negative_rate:0.998 true_positive:2254 true_negative:2107 false_positive:4 false_negative:14603 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.094 true_negative_rate:0.999 true_positive:1592 true_negative:2109 false_positive:2 false_negative:15265 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.060 true_negative_rate:1.000 true_positive:1007 true_negative:2110 false_positive:1 false_negative:15850 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.033 true_negative_rate:1.000 true_positive:559 true_negative:2111 false_positive:0 false_negative:16298 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:312 true_negative:2111 false_positive:0 false_negative:16545 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:110 true_negative:2111 false_positive:0 false_negative:16747 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:43 true_negative:2111 false_positive:0 false_negative:16814 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:2111 false_positive:0 false_negative:16831 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:17 true_negative:2111 false_positive:0 false_negative:16840 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:2111 false_positive:0 false_negative:16845 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:2111 false_positive:0 false_negative:16853 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:2111 false_positive:0 false_negative:16855 
csail_ocount_140_osize_6_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2111 false_positive:0 false_negative:16856 
