edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.000 precision:0.993 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:294 false_negative:0 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.050 precision:0.999 recall:0.702 true_negative_rate:0.918 true_positive:31293 true_negative:270 false_positive:24 false_negative:13294 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.441 true_negative_rate:0.963 true_positive:19673 true_negative:283 false_positive:11 false_negative:24914 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.150 precision:1.000 recall:0.304 true_negative_rate:1.000 true_positive:13539 true_negative:294 false_positive:0 false_negative:31048 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.216 true_negative_rate:1.000 true_positive:9645 true_negative:294 false_positive:0 false_negative:34942 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7367 true_negative:294 false_positive:0 false_negative:37220 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5719 true_negative:294 false_positive:0 false_negative:38868 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4869 true_negative:294 false_positive:0 false_negative:39718 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3950 true_negative:294 false_positive:0 false_negative:40637 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3619 true_negative:294 false_positive:0 false_negative:40968 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3320 true_negative:294 false_positive:0 false_negative:41267 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:294 false_positive:0 false_negative:41478 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3051 true_negative:294 false_positive:0 false_negative:41536 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2698 true_negative:294 false_positive:0 false_negative:41889 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:671 true_negative:294 false_positive:0 false_negative:43916 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:402 true_negative:294 false_positive:0 false_negative:44185 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:294 false_positive:0 false_negative:44581 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:294 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:294 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:294 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:294 false_positive:0 false_negative:44586 
