csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.000 precision:0.970 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:527 false_negative:0 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.050 precision:0.981 recall:0.976 true_negative_rate:0.402 true_positive:16460 true_negative:212 false_positive:315 false_negative:397 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.100 precision:0.991 recall:0.897 true_negative_rate:0.729 true_positive:15127 true_negative:384 false_positive:143 false_negative:1730 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.150 precision:0.995 recall:0.745 true_negative_rate:0.882 true_positive:12552 true_negative:465 false_positive:62 false_negative:4305 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.200 precision:0.997 recall:0.557 true_negative_rate:0.951 true_positive:9394 true_negative:501 false_positive:26 false_negative:7463 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.403 true_negative_rate:0.977 true_positive:6794 true_negative:515 false_positive:12 false_negative:10063 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.293 true_negative_rate:0.985 true_positive:4935 true_negative:519 false_positive:8 false_negative:11922 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.217 true_negative_rate:0.989 true_positive:3664 true_negative:521 false_positive:6 false_negative:13193 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.153 true_negative_rate:0.996 true_positive:2576 true_negative:525 false_positive:2 false_negative:14281 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.101 true_negative_rate:0.998 true_positive:1704 true_negative:526 false_positive:1 false_negative:15153 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.063 true_negative_rate:1.000 true_positive:1054 true_negative:527 false_positive:0 false_negative:15803 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:606 true_negative:527 false_positive:0 false_negative:16251 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:335 true_negative:527 false_positive:0 false_negative:16522 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:137 true_negative:527 false_positive:0 false_negative:16720 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:47 true_negative:527 false_positive:0 false_negative:16810 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:527 false_positive:0 false_negative:16831 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:527 false_positive:0 false_negative:16839 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:10 true_negative:527 false_positive:0 false_negative:16847 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:527 false_positive:0 false_negative:16853 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:527 false_positive:0 false_negative:16854 
csail_ocount_120_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:527 false_positive:0 false_negative:16856 
