fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.000 precision:0.922 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:2963 false_negative:0 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.050 precision:0.940 recall:0.936 true_negative_rate:0.297 true_positive:32591 true_negative:881 false_positive:2082 false_negative:2240 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.100 precision:0.967 recall:0.788 true_negative_rate:0.685 true_positive:27433 true_negative:2030 false_positive:933 false_negative:7398 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.150 precision:0.984 recall:0.609 true_negative_rate:0.881 true_positive:21207 true_negative:2611 false_positive:352 false_negative:13624 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.200 precision:0.992 recall:0.473 true_negative_rate:0.954 true_positive:16458 true_negative:2827 false_positive:136 false_negative:18373 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.390 true_negative_rate:0.971 true_positive:13577 true_negative:2877 false_positive:86 false_negative:21254 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.300 precision:0.995 recall:0.326 true_negative_rate:0.981 true_positive:11361 true_negative:2907 false_positive:56 false_negative:23470 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.350 precision:0.997 recall:0.270 true_negative_rate:0.991 true_positive:9404 true_negative:2937 false_positive:26 false_negative:25427 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.400 precision:0.998 recall:0.225 true_negative_rate:0.996 true_positive:7849 true_negative:2951 false_positive:12 false_negative:26982 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6423 true_negative:2962 false_positive:1 false_negative:28408 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4971 true_negative:2963 false_positive:0 false_negative:29860 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:3791 true_negative:2963 false_positive:0 false_negative:31040 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2672 true_negative:2963 false_positive:0 false_negative:32159 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1706 true_negative:2963 false_positive:0 false_negative:33125 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1249 true_negative:2963 false_positive:0 false_negative:33582 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:973 true_negative:2963 false_positive:0 false_negative:33858 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:651 true_negative:2963 false_positive:0 false_negative:34180 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:218 true_negative:2963 false_positive:0 false_negative:34613 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:42 true_negative:2963 false_positive:0 false_negative:34789 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:2963 false_positive:0 false_negative:34817 
fhw_ocount_180_osize_6_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2963 false_positive:0 false_negative:34830 
