fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.000 precision:0.963 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1355 false_negative:0 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.050 precision:0.967 recall:0.937 true_negative_rate:0.177 true_positive:32654 true_negative:240 false_positive:1115 false_negative:2177 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.100 precision:0.975 recall:0.784 true_negative_rate:0.490 true_positive:27323 true_negative:664 false_positive:691 false_negative:7508 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.150 precision:0.985 recall:0.604 true_negative_rate:0.770 true_positive:21023 true_negative:1043 false_positive:312 false_negative:13808 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.200 precision:0.990 recall:0.469 true_negative_rate:0.877 true_positive:16334 true_negative:1189 false_positive:166 false_negative:18497 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.391 true_negative_rate:0.939 true_positive:13626 true_negative:1272 false_positive:83 false_negative:21205 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.331 true_negative_rate:0.983 true_positive:11525 true_negative:1332 false_positive:23 false_negative:23306 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.276 true_negative_rate:0.999 true_positive:9605 true_negative:1354 false_positive:1 false_negative:25226 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.230 true_negative_rate:0.999 true_positive:8024 true_negative:1354 false_positive:1 false_negative:26807 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:0.999 true_positive:6556 true_negative:1354 false_positive:1 false_negative:28275 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.147 true_negative_rate:0.999 true_positive:5118 true_negative:1354 false_positive:1 false_negative:29713 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.114 true_negative_rate:0.999 true_positive:3964 true_negative:1354 false_positive:1 false_negative:30867 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:0.999 true_positive:2795 true_negative:1354 false_positive:1 false_negative:32036 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:1823 true_negative:1355 false_positive:0 false_negative:33008 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1316 true_negative:1355 false_positive:0 false_negative:33515 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1014 true_negative:1355 false_positive:0 false_negative:33817 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:706 true_negative:1355 false_positive:0 false_negative:34125 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:285 true_negative:1355 false_positive:0 false_negative:34546 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:73 true_negative:1355 false_positive:0 false_negative:34758 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:1355 false_positive:0 false_negative:34816 
fhw_ocount_40_osize_9_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1355 false_positive:0 false_negative:34830 
