fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.000 precision:0.990 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:360 false_negative:0 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.050 precision:0.990 recall:0.935 true_negative_rate:0.128 true_positive:32551 true_negative:46 false_positive:314 false_negative:2280 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.100 precision:0.991 recall:0.782 true_negative_rate:0.311 true_positive:27236 true_negative:112 false_positive:248 false_negative:7595 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.150 precision:0.994 recall:0.596 true_negative_rate:0.642 true_positive:20749 true_negative:231 false_positive:129 false_negative:14082 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.466 true_negative_rate:0.853 true_positive:16223 true_negative:307 false_positive:53 false_negative:18608 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.389 true_negative_rate:0.969 true_positive:13548 true_negative:349 false_positive:11 false_negative:21283 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.326 true_negative_rate:1.000 true_positive:11364 true_negative:360 false_positive:0 false_negative:23467 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.271 true_negative_rate:1.000 true_positive:9423 true_negative:360 false_positive:0 false_negative:25408 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.226 true_negative_rate:1.000 true_positive:7884 true_negative:360 false_positive:0 false_negative:26947 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6444 true_negative:360 false_positive:0 false_negative:28387 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4985 true_negative:360 false_positive:0 false_negative:29846 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:3857 true_negative:360 false_positive:0 false_negative:30974 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2653 true_negative:360 false_positive:0 false_negative:32178 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1708 true_negative:360 false_positive:0 false_negative:33123 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1245 true_negative:360 false_positive:0 false_negative:33586 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:969 true_negative:360 false_positive:0 false_negative:33862 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:674 true_negative:360 false_positive:0 false_negative:34157 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:217 true_negative:360 false_positive:0 false_negative:34614 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:50 true_negative:360 false_positive:0 false_negative:34781 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:360 false_positive:0 false_negative:34818 
fhw_ocount_20_osize_9_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:360 false_positive:0 false_negative:34830 
