edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.000 precision:0.728 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:16680 false_negative:0 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.050 precision:0.678 recall:0.729 true_negative_rate:0.074 true_positive:32514 true_negative:1227 false_positive:15453 false_negative:12073 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.100 precision:0.755 recall:0.463 true_negative_rate:0.599 true_positive:20651 true_negative:9990 false_positive:6690 false_negative:23936 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.150 precision:0.919 recall:0.310 true_negative_rate:0.927 true_positive:13822 true_negative:15464 false_positive:1216 false_negative:30765 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.200 precision:0.972 recall:0.225 true_negative_rate:0.983 true_positive:10044 true_negative:16392 false_positive:288 false_negative:34543 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.250 precision:0.976 recall:0.174 true_negative_rate:0.989 true_positive:7740 true_negative:16491 false_positive:189 false_negative:36847 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.300 precision:0.986 recall:0.131 true_negative_rate:0.995 true_positive:5854 true_negative:16595 false_positive:85 false_negative:38733 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.350 precision:0.987 recall:0.113 true_negative_rate:0.996 true_positive:5024 true_negative:16614 false_positive:66 false_negative:39563 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.400 precision:0.995 recall:0.093 true_negative_rate:0.999 true_positive:4142 true_negative:16658 false_positive:22 false_negative:40445 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3621 true_negative:16679 false_positive:1 false_negative:40966 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3348 true_negative:16680 false_positive:0 false_negative:41239 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3117 true_negative:16680 false_positive:0 false_negative:41470 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3029 true_negative:16680 false_positive:0 false_negative:41558 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2711 true_negative:16680 false_positive:0 false_negative:41876 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:748 true_negative:16680 false_positive:0 false_negative:43839 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:382 true_negative:16680 false_positive:0 false_negative:44205 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:16680 false_positive:0 false_negative:44552 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16680 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16680 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16680 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_34_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:16680 false_positive:0 false_negative:44586 
