edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.000 precision:0.838 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:8647 false_negative:0 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.050 precision:0.873 recall:0.717 true_negative_rate:0.460 true_positive:31971 true_negative:3980 false_positive:4667 false_negative:12616 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.100 precision:0.977 recall:0.449 true_negative_rate:0.947 true_positive:20012 true_negative:8185 false_positive:462 false_negative:24575 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.150 precision:0.993 recall:0.306 true_negative_rate:0.989 true_positive:13630 true_negative:8555 false_positive:92 false_negative:30957 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.218 true_negative_rate:0.995 true_positive:9730 true_negative:8601 false_positive:46 false_negative:34857 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.167 true_negative_rate:0.998 true_positive:7447 true_negative:8633 false_positive:14 false_negative:37140 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.127 true_negative_rate:1.000 true_positive:5669 true_negative:8647 false_positive:0 false_negative:38918 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4842 true_negative:8647 false_positive:0 false_negative:39745 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3925 true_negative:8647 false_positive:0 false_negative:40662 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3613 true_negative:8647 false_positive:0 false_negative:40974 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3317 true_negative:8647 false_positive:0 false_negative:41270 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3107 true_negative:8647 false_positive:0 false_negative:41480 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3041 true_negative:8647 false_positive:0 false_negative:41546 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2685 true_negative:8647 false_positive:0 false_negative:41902 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:734 true_negative:8647 false_positive:0 false_negative:43853 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:413 true_negative:8647 false_positive:0 false_negative:44174 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:8647 false_positive:0 false_negative:44580 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8647 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8647 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8647 false_positive:0 false_negative:44586 
edmonton_ocount_100_osize_16_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8647 false_positive:0 false_negative:44586 
