edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.000 precision:0.895 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:5214 false_negative:0 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.050 precision:0.921 recall:0.708 true_negative_rate:0.478 true_positive:31579 true_negative:2490 false_positive:2724 false_negative:13008 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.100 precision:0.992 recall:0.446 true_negative_rate:0.970 true_positive:19904 true_negative:5060 false_positive:154 false_negative:24683 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.305 true_negative_rate:0.993 true_positive:13611 true_negative:5176 false_positive:38 false_negative:30976 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.218 true_negative_rate:0.997 true_positive:9714 true_negative:5196 false_positive:18 false_negative:34873 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7361 true_negative:5214 false_positive:0 false_negative:37226 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5726 true_negative:5214 false_positive:0 false_negative:38861 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4866 true_negative:5214 false_positive:0 false_negative:39721 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3943 true_negative:5214 false_positive:0 false_negative:40644 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3637 true_negative:5214 false_positive:0 false_negative:40950 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3334 true_negative:5214 false_positive:0 false_negative:41253 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3108 true_negative:5214 false_positive:0 false_negative:41479 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3053 true_negative:5214 false_positive:0 false_negative:41534 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2701 true_negative:5214 false_positive:0 false_negative:41886 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:711 true_negative:5214 false_positive:0 false_negative:43876 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:400 true_negative:5214 false_positive:0 false_negative:44187 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:5214 false_positive:0 false_negative:44577 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5214 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5214 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5214 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_18_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5214 false_positive:0 false_negative:44586 
