fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.000 precision:0.934 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:1051 false_negative:0 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.050 precision:0.957 recall:0.920 true_negative_rate:0.416 true_positive:13709 true_negative:437 false_positive:614 false_negative:1184 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.100 precision:0.993 recall:0.801 true_negative_rate:0.916 true_positive:11922 true_negative:963 false_positive:88 false_negative:2971 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.662 true_negative_rate:0.995 true_positive:9857 true_negative:1046 false_positive:5 false_negative:5036 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.547 true_negative_rate:0.999 true_positive:8153 true_negative:1050 false_positive:1 false_negative:6740 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.475 true_negative_rate:0.999 true_positive:7067 true_negative:1050 false_positive:1 false_negative:7826 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.416 true_negative_rate:0.999 true_positive:6194 true_negative:1050 false_positive:1 false_negative:8699 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.376 true_negative_rate:0.999 true_positive:5598 true_negative:1050 false_positive:1 false_negative:9295 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.329 true_negative_rate:1.000 true_positive:4896 true_negative:1051 false_positive:0 false_negative:9997 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.287 true_negative_rate:1.000 true_positive:4274 true_negative:1051 false_positive:0 false_negative:10619 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.255 true_negative_rate:1.000 true_positive:3799 true_negative:1051 false_positive:0 false_negative:11094 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.222 true_negative_rate:1.000 true_positive:3302 true_negative:1051 false_positive:0 false_negative:11591 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.190 true_negative_rate:1.000 true_positive:2827 true_negative:1051 false_positive:0 false_negative:12066 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.152 true_negative_rate:1.000 true_positive:2266 true_negative:1051 false_positive:0 false_negative:12627 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.116 true_negative_rate:1.000 true_positive:1730 true_negative:1051 false_positive:0 false_negative:13163 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.087 true_negative_rate:1.000 true_positive:1299 true_negative:1051 false_positive:0 false_negative:13594 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.057 true_negative_rate:1.000 true_positive:846 true_negative:1051 false_positive:0 false_negative:14047 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.026 true_negative_rate:1.000 true_positive:388 true_negative:1051 false_positive:0 false_negative:14505 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:127 true_negative:1051 false_positive:0 false_negative:14766 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:31 true_negative:1051 false_positive:0 false_negative:14862 
fr101_ocount_60_osize_8_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1051 false_positive:0 false_negative:14892 
