edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.000 precision:0.651 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:23904 false_negative:0 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.050 precision:0.659 recall:0.726 true_negative_rate:0.299 true_positive:32369 true_negative:7144 false_positive:16760 false_negative:12218 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.100 precision:0.899 recall:0.463 true_negative_rate:0.903 true_positive:20654 true_negative:21588 false_positive:2316 false_negative:23933 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.150 precision:0.963 recall:0.317 true_negative_rate:0.978 true_positive:14115 true_negative:23368 false_positive:536 false_negative:30472 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.200 precision:0.974 recall:0.230 true_negative_rate:0.989 true_positive:10242 true_negative:23632 false_positive:272 false_negative:34345 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.250 precision:0.986 recall:0.169 true_negative_rate:0.996 true_positive:7539 true_negative:23798 false_positive:106 false_negative:37048 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.300 precision:0.989 recall:0.135 true_negative_rate:0.997 true_positive:6026 true_negative:23839 false_positive:65 false_negative:38561 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.350 precision:0.997 recall:0.112 true_negative_rate:0.999 true_positive:4978 true_negative:23890 false_positive:14 false_negative:39609 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.090 true_negative_rate:1.000 true_positive:4008 true_negative:23900 false_positive:4 false_negative:40579 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.082 true_negative_rate:1.000 true_positive:3648 true_negative:23900 false_positive:4 false_negative:40939 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3353 true_negative:23904 false_positive:0 false_negative:41234 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3111 true_negative:23904 false_positive:0 false_negative:41476 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3035 true_negative:23904 false_positive:0 false_negative:41552 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2752 true_negative:23904 false_positive:0 false_negative:41835 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:835 true_negative:23904 false_positive:0 false_negative:43752 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:401 true_negative:23904 false_positive:0 false_negative:44186 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:23904 false_positive:0 false_negative:44581 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:23904 false_positive:0 false_negative:44584 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:23904 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:23904 false_positive:0 false_negative:44586 
edmonton_ocount_180_osize_22_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:23904 false_positive:0 false_negative:44586 
