aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.000 precision:0.982 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:683 false_negative:0 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.050 precision:0.997 recall:0.859 true_negative_rate:0.837 true_positive:32461 true_negative:572 false_positive:111 false_negative:5334 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.100 precision:0.998 recall:0.718 true_negative_rate:0.936 true_positive:27137 true_negative:639 false_positive:44 false_negative:10658 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.619 true_negative_rate:0.958 true_positive:23394 true_negative:654 false_positive:29 false_negative:14401 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.541 true_negative_rate:0.977 true_positive:20444 true_negative:667 false_positive:16 false_negative:17351 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:0.997 true_positive:18000 true_negative:681 false_positive:2 false_negative:19795 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:1.000 true_positive:15873 true_negative:683 false_positive:0 false_negative:21922 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.356 true_negative_rate:1.000 true_positive:13460 true_negative:683 false_positive:0 false_negative:24335 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10818 true_negative:683 false_positive:0 false_negative:26977 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8710 true_negative:683 false_positive:0 false_negative:29085 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6958 true_negative:683 false_positive:0 false_negative:30837 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5318 true_negative:683 false_positive:0 false_negative:32477 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3770 true_negative:683 false_positive:0 false_negative:34025 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2522 true_negative:683 false_positive:0 false_negative:35273 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1302 true_negative:683 false_positive:0 false_negative:36493 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:507 true_negative:683 false_positive:0 false_negative:37288 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:61 true_negative:683 false_positive:0 false_negative:37734 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:683 false_positive:0 false_negative:37760 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:683 false_positive:0 false_negative:37769 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:683 false_positive:0 false_negative:37783 
aces_publicb_ocount_80_osize_5_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:683 false_positive:0 false_negative:37794 
