edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.000 precision:0.642 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:24905 false_negative:0 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.050 precision:0.614 recall:0.746 true_negative_rate:0.159 true_positive:33250 true_negative:3968 false_positive:20937 false_negative:11337 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.100 precision:0.764 recall:0.469 true_negative_rate:0.740 true_positive:20930 true_negative:18428 false_positive:6477 false_negative:23657 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.150 precision:0.960 recall:0.314 true_negative_rate:0.977 true_positive:14010 true_negative:24325 false_positive:580 false_negative:30577 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.200 precision:0.989 recall:0.222 true_negative_rate:0.996 true_positive:9906 true_negative:24793 false_positive:112 false_negative:34681 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.250 precision:0.994 recall:0.168 true_negative_rate:0.998 true_positive:7491 true_negative:24863 false_positive:42 false_negative:37096 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.133 true_negative_rate:1.000 true_positive:5925 true_negative:24898 false_positive:7 false_negative:38662 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:4970 true_negative:24905 false_positive:0 false_negative:39617 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4012 true_negative:24905 false_positive:0 false_negative:40575 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3655 true_negative:24905 false_positive:0 false_negative:40932 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3329 true_negative:24905 false_positive:0 false_negative:41258 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3122 true_negative:24905 false_positive:0 false_negative:41465 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3048 true_negative:24905 false_positive:0 false_negative:41539 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2760 true_negative:24905 false_positive:0 false_negative:41827 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:932 true_negative:24905 false_positive:0 false_negative:43655 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:407 true_negative:24905 false_positive:0 false_negative:44180 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:17 true_negative:24905 false_positive:0 false_negative:44570 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:24905 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:24905 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:24905 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_23_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:24905 false_positive:0 false_negative:44586 
