edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.000 precision:0.670 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:21927 false_negative:0 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.050 precision:0.659 recall:0.738 true_negative_rate:0.222 true_positive:32912 true_negative:4871 false_positive:17056 false_negative:11675 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.100 precision:0.900 recall:0.464 true_negative_rate:0.895 true_positive:20709 true_negative:19615 false_positive:2312 false_negative:23878 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.150 precision:0.991 recall:0.305 true_negative_rate:0.994 true_positive:13611 true_negative:21800 false_positive:127 false_negative:30976 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.200 precision:0.994 recall:0.218 true_negative_rate:0.997 true_positive:9731 true_negative:21865 false_positive:62 false_negative:34856 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.250 precision:0.995 recall:0.167 true_negative_rate:0.998 true_positive:7447 true_negative:21886 false_positive:41 false_negative:37140 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.133 true_negative_rate:1.000 true_positive:5911 true_negative:21925 false_positive:2 false_negative:38676 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:4931 true_negative:21925 false_positive:2 false_negative:39656 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4017 true_negative:21925 false_positive:2 false_negative:40570 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3611 true_negative:21927 false_positive:0 false_negative:40976 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3307 true_negative:21927 false_positive:0 false_negative:41280 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3110 true_negative:21927 false_positive:0 false_negative:41477 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3042 true_negative:21927 false_positive:0 false_negative:41545 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2719 true_negative:21927 false_positive:0 false_negative:41868 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:740 true_negative:21927 false_positive:0 false_negative:43847 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:415 true_negative:21927 false_positive:0 false_negative:44172 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:21927 false_positive:0 false_negative:44554 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21927 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21927 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21927 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_24_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21927 false_positive:0 false_negative:44586 
