fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.000 precision:0.964 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:563 false_negative:0 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.050 precision:0.991 recall:0.921 true_negative_rate:0.774 true_positive:13715 true_negative:436 false_positive:127 false_negative:1178 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.100 precision:0.998 recall:0.800 true_negative_rate:0.963 true_positive:11915 true_negative:542 false_positive:21 false_negative:2978 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.666 true_negative_rate:0.982 true_positive:9913 true_negative:553 false_positive:10 false_negative:4980 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.552 true_negative_rate:0.984 true_positive:8219 true_negative:554 false_positive:9 false_negative:6674 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.478 true_negative_rate:0.988 true_positive:7112 true_negative:556 false_positive:7 false_negative:7781 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.418 true_negative_rate:0.998 true_positive:6224 true_negative:562 false_positive:1 false_negative:8669 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.379 true_negative_rate:0.998 true_positive:5644 true_negative:562 false_positive:1 false_negative:9249 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.332 true_negative_rate:0.998 true_positive:4949 true_negative:562 false_positive:1 false_negative:9944 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.290 true_negative_rate:0.998 true_positive:4314 true_negative:562 false_positive:1 false_negative:10579 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.258 true_negative_rate:1.000 true_positive:3845 true_negative:563 false_positive:0 false_negative:11048 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.224 true_negative_rate:1.000 true_positive:3340 true_negative:563 false_positive:0 false_negative:11553 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.194 true_negative_rate:1.000 true_positive:2887 true_negative:563 false_positive:0 false_negative:12006 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.154 true_negative_rate:1.000 true_positive:2296 true_negative:563 false_positive:0 false_negative:12597 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.119 true_negative_rate:1.000 true_positive:1777 true_negative:563 false_positive:0 false_negative:13116 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:1344 true_negative:563 false_positive:0 false_negative:13549 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:903 true_negative:563 false_positive:0 false_negative:13990 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:420 true_negative:563 false_positive:0 false_negative:14473 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:143 true_negative:563 false_positive:0 false_negative:14750 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:34 true_negative:563 false_positive:0 false_negative:14859 
fr101_ocount_120_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:563 false_positive:0 false_negative:14892 
