csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.000 precision:0.991 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:157 false_negative:0 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.050 precision:0.995 recall:0.939 true_negative_rate:0.522 true_positive:15836 true_negative:82 false_positive:75 false_negative:1021 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.100 precision:0.998 recall:0.802 true_negative_rate:0.834 true_positive:13516 true_negative:131 false_positive:26 false_negative:3341 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.597 true_negative_rate:0.930 true_positive:10060 true_negative:146 false_positive:11 false_negative:6797 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.418 true_negative_rate:1.000 true_positive:7052 true_negative:157 false_positive:0 false_negative:9805 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.307 true_negative_rate:1.000 true_positive:5171 true_negative:157 false_positive:0 false_negative:11686 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.236 true_negative_rate:1.000 true_positive:3974 true_negative:157 false_positive:0 false_negative:12883 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.180 true_negative_rate:1.000 true_positive:3034 true_negative:157 false_positive:0 false_negative:13823 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.131 true_negative_rate:1.000 true_positive:2214 true_negative:157 false_positive:0 false_negative:14643 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:1598 true_negative:157 false_positive:0 false_negative:15259 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:1009 true_negative:157 false_positive:0 false_negative:15848 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:566 true_negative:157 false_positive:0 false_negative:16291 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:316 true_negative:157 false_positive:0 false_negative:16541 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:112 true_negative:157 false_positive:0 false_negative:16745 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:41 true_negative:157 false_positive:0 false_negative:16816 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:157 false_positive:0 false_negative:16832 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:157 false_positive:0 false_negative:16839 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:157 false_positive:0 false_negative:16846 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:157 false_positive:0 false_negative:16852 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:157 false_positive:0 false_negative:16854 
csail_ocount_40_osize_3_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:157 false_positive:0 false_negative:16856 
