fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.000 precision:0.845 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:6374 false_negative:0 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.050 precision:0.838 recall:0.933 true_negative_rate:0.011 true_positive:32510 true_negative:72 false_positive:6302 false_negative:2321 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.100 precision:0.821 recall:0.788 true_negative_rate:0.063 true_positive:27455 true_negative:404 false_positive:5970 false_negative:7376 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.150 precision:0.809 recall:0.617 true_negative_rate:0.202 true_positive:21506 true_negative:1290 false_positive:5084 false_negative:13325 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.200 precision:0.837 recall:0.481 true_negative_rate:0.487 true_positive:16761 true_negative:3104 false_positive:3270 false_negative:18070 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.250 precision:0.904 recall:0.387 true_negative_rate:0.775 true_positive:13480 true_negative:4942 false_positive:1432 false_negative:21351 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.300 precision:0.962 recall:0.319 true_negative_rate:0.931 true_positive:11128 true_negative:5934 false_positive:440 false_negative:23703 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.350 precision:0.986 recall:0.267 true_negative_rate:0.979 true_positive:9297 true_negative:6242 false_positive:132 false_negative:25534 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.400 precision:0.995 recall:0.218 true_negative_rate:0.994 true_positive:7584 true_negative:6333 false_positive:41 false_negative:27247 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.178 true_negative_rate:0.999 true_positive:6197 true_negative:6368 false_positive:6 false_negative:28634 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.500 precision:0.999 recall:0.137 true_negative_rate:0.999 true_positive:4780 true_negative:6368 false_positive:6 false_negative:30051 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.103 true_negative_rate:1.000 true_positive:3578 true_negative:6372 false_positive:2 false_negative:31253 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:2432 true_negative:6374 false_positive:0 false_negative:32399 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.045 true_negative_rate:1.000 true_positive:1573 true_negative:6374 false_positive:0 false_negative:33258 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.033 true_negative_rate:1.000 true_positive:1142 true_negative:6374 false_positive:0 false_negative:33689 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:817 true_negative:6374 false_positive:0 false_negative:34014 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:399 true_negative:6374 false_positive:0 false_negative:34432 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:138 true_negative:6374 false_positive:0 false_negative:34693 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:28 true_negative:6374 false_positive:0 false_negative:34803 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:6374 false_positive:0 false_negative:34823 
fhw_ocount_40_osize_22_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6374 false_positive:0 false_negative:34830 
