csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.000 precision:0.993 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:119 false_negative:0 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.050 precision:0.996 recall:0.976 true_negative_rate:0.504 true_positive:16447 true_negative:60 false_positive:59 false_negative:410 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.100 precision:0.998 recall:0.898 true_negative_rate:0.748 true_positive:15135 true_negative:89 false_positive:30 false_negative:1722 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.746 true_negative_rate:0.874 true_positive:12571 true_negative:104 false_positive:15 false_negative:4286 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.561 true_negative_rate:0.933 true_positive:9461 true_negative:111 false_positive:8 false_negative:7396 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.404 true_negative_rate:0.992 true_positive:6803 true_negative:118 false_positive:1 false_negative:10054 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.294 true_negative_rate:0.992 true_positive:4962 true_negative:118 false_positive:1 false_negative:11895 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.219 true_negative_rate:0.992 true_positive:3698 true_negative:118 false_positive:1 false_negative:13159 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.156 true_negative_rate:0.992 true_positive:2626 true_negative:118 false_positive:1 false_negative:14231 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.102 true_negative_rate:0.992 true_positive:1727 true_negative:118 false_positive:1 false_negative:15130 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.065 true_negative_rate:0.992 true_positive:1096 true_negative:118 false_positive:1 false_negative:15761 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.550 precision:0.998 recall:0.037 true_negative_rate:0.992 true_positive:627 true_negative:118 false_positive:1 false_negative:16230 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.600 precision:0.997 recall:0.021 true_negative_rate:0.992 true_positive:361 true_negative:118 false_positive:1 false_negative:16496 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.650 precision:0.993 recall:0.008 true_negative_rate:0.992 true_positive:143 true_negative:118 false_positive:1 false_negative:16714 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.700 precision:0.982 recall:0.003 true_negative_rate:0.992 true_positive:55 true_negative:118 false_positive:1 false_negative:16802 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.750 precision:0.962 recall:0.001 true_negative_rate:0.992 true_positive:25 true_negative:118 false_positive:1 false_negative:16832 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:119 false_positive:0 false_negative:16838 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:10 true_negative:119 false_positive:0 false_negative:16847 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:119 false_positive:0 false_negative:16852 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:119 false_positive:0 false_negative:16854 
csail_ocount_60_osize_2_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:119 false_positive:0 false_negative:16856 
