aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.000 precision:0.964 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1415 false_negative:0 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.050 precision:0.995 recall:0.859 true_negative_rate:0.876 true_positive:32453 true_negative:1240 false_positive:175 false_negative:5342 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.100 precision:0.998 recall:0.718 true_negative_rate:0.967 true_positive:27128 true_negative:1369 false_positive:46 false_negative:10667 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.150 precision:0.999 recall:0.619 true_negative_rate:0.988 true_positive:23381 true_negative:1398 false_positive:17 false_negative:14414 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:0.994 true_positive:20421 true_negative:1407 false_positive:8 false_negative:17374 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:0.998 true_positive:17994 true_negative:1412 false_positive:3 false_negative:19801 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.998 true_positive:15879 true_negative:1412 false_positive:3 false_negative:21916 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:0.999 true_positive:13505 true_negative:1414 false_positive:1 false_negative:24290 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10826 true_negative:1415 false_positive:0 false_negative:26969 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8707 true_negative:1415 false_positive:0 false_negative:29088 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6979 true_negative:1415 false_positive:0 false_negative:30816 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5322 true_negative:1415 false_positive:0 false_negative:32473 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3779 true_negative:1415 false_positive:0 false_negative:34016 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2534 true_negative:1415 false_positive:0 false_negative:35261 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1313 true_negative:1415 false_positive:0 false_negative:36482 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:511 true_negative:1415 false_positive:0 false_negative:37284 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:1415 false_positive:0 false_negative:37735 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:36 true_negative:1415 false_positive:0 false_negative:37759 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:1415 false_positive:0 false_negative:37769 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1415 false_positive:0 false_negative:37783 
aces_publicb_ocount_160_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1415 false_positive:0 false_negative:37794 
