aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.000 precision:0.881 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:5092 false_negative:0 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.050 precision:0.866 recall:0.862 true_negative_rate:0.014 true_positive:32571 true_negative:73 false_positive:5019 false_negative:5224 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.100 precision:0.872 recall:0.727 true_negative_rate:0.208 true_positive:27478 true_negative:1059 false_positive:4033 false_negative:10317 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.150 precision:0.917 recall:0.625 true_negative_rate:0.577 true_positive:23626 true_negative:2940 false_positive:2152 false_negative:14169 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.200 precision:0.968 recall:0.551 true_negative_rate:0.866 true_positive:20814 true_negative:4408 false_positive:684 false_negative:16981 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.250 precision:0.983 recall:0.484 true_negative_rate:0.938 true_positive:18307 true_negative:4775 false_positive:317 false_negative:19488 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.300 precision:0.987 recall:0.426 true_negative_rate:0.959 true_positive:16087 true_negative:4882 false_positive:210 false_negative:21708 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.350 precision:0.990 recall:0.363 true_negative_rate:0.973 true_positive:13703 true_negative:4957 false_positive:135 false_negative:24092 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.400 precision:0.995 recall:0.292 true_negative_rate:0.989 true_positive:11042 true_negative:5037 false_positive:55 false_negative:26753 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:0.999 true_positive:8777 true_negative:5088 false_positive:4 false_negative:29018 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.188 true_negative_rate:0.999 true_positive:7115 true_negative:5089 false_positive:3 false_negative:30680 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5433 true_negative:5091 false_positive:1 false_negative:32362 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3742 true_negative:5092 false_positive:0 false_negative:34053 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2491 true_negative:5092 false_positive:0 false_negative:35304 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1288 true_negative:5092 false_positive:0 false_negative:36507 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:533 true_negative:5092 false_positive:0 false_negative:37262 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:83 true_negative:5092 false_positive:0 false_negative:37712 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:5092 false_positive:0 false_negative:37760 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:5092 false_positive:0 false_negative:37769 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:5092 false_positive:0 false_negative:37782 
aces_publicb_ocount_20_osize_33_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5092 false_positive:0 false_negative:37794 
