aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.000 precision:0.909 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3781 false_negative:0 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.050 precision:0.912 recall:0.869 true_negative_rate:0.158 true_positive:32847 true_negative:598 false_positive:3183 false_negative:4948 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.100 precision:0.964 recall:0.727 true_negative_rate:0.730 true_positive:27483 true_negative:2762 false_positive:1019 false_negative:10312 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.150 precision:0.985 recall:0.621 true_negative_rate:0.907 true_positive:23454 true_negative:3431 false_positive:350 false_negative:14341 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.200 precision:0.995 recall:0.544 true_negative_rate:0.974 true_positive:20544 true_negative:3681 false_positive:100 false_negative:17251 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.478 true_negative_rate:0.988 true_positive:18061 true_negative:3736 false_positive:45 false_negative:19734 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.420 true_negative_rate:0.992 true_positive:15875 true_negative:3749 false_positive:32 false_negative:21920 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.359 true_negative_rate:0.998 true_positive:13558 true_negative:3773 false_positive:8 false_negative:24237 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.287 true_negative_rate:0.999 true_positive:10847 true_negative:3776 false_positive:5 false_negative:26948 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.233 true_negative_rate:0.999 true_positive:8812 true_negative:3779 false_positive:2 false_negative:28983 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:7007 true_negative:3780 false_positive:1 false_negative:30788 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:5348 true_negative:3781 false_positive:0 false_negative:32447 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3779 true_negative:3781 false_positive:0 false_negative:34016 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2560 true_negative:3781 false_positive:0 false_negative:35235 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1321 true_negative:3781 false_positive:0 false_negative:36474 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:508 true_negative:3781 false_positive:0 false_negative:37287 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:89 true_negative:3781 false_positive:0 false_negative:37706 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:34 true_negative:3781 false_positive:0 false_negative:37761 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:3781 false_positive:0 false_negative:37771 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3781 false_positive:0 false_negative:37783 
aces_publicb_ocount_40_osize_16_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3781 false_positive:0 false_negative:37794 
