csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.000 precision:0.734 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:6104 false_negative:0 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.050 precision:0.737 recall:0.966 true_negative_rate:0.046 true_positive:16290 true_negative:279 false_positive:5825 false_negative:567 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.100 precision:0.756 recall:0.875 true_negative_rate:0.219 true_positive:14746 true_negative:1334 false_positive:4770 false_negative:2111 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.150 precision:0.801 recall:0.722 true_negative_rate:0.503 true_positive:12173 true_negative:3071 false_positive:3033 false_negative:4684 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.200 precision:0.855 recall:0.541 true_negative_rate:0.746 true_positive:9112 true_negative:4553 false_positive:1551 false_negative:7745 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.250 precision:0.905 recall:0.391 true_negative_rate:0.887 true_positive:6590 true_negative:5415 false_positive:689 false_negative:10267 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.300 precision:0.941 recall:0.290 true_negative_rate:0.950 true_positive:4881 true_negative:5800 false_positive:304 false_negative:11976 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.350 precision:0.979 recall:0.214 true_negative_rate:0.987 true_positive:3599 true_negative:6026 false_positive:78 false_negative:13258 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.400 precision:0.993 recall:0.153 true_negative_rate:0.997 true_positive:2582 true_negative:6087 false_positive:17 false_negative:14275 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.108 true_negative_rate:1.000 true_positive:1815 true_negative:6102 false_positive:2 false_negative:15042 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.069 true_negative_rate:1.000 true_positive:1157 true_negative:6103 false_positive:1 false_negative:15700 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.550 precision:0.999 recall:0.042 true_negative_rate:1.000 true_positive:705 true_negative:6103 false_positive:1 false_negative:16152 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:388 true_negative:6104 false_positive:0 false_negative:16469 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:156 true_negative:6104 false_positive:0 false_negative:16701 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:72 true_negative:6104 false_positive:0 false_negative:16785 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:28 true_negative:6104 false_positive:0 false_negative:16829 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:17 true_negative:6104 false_positive:0 false_negative:16840 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:6104 false_positive:0 false_negative:16845 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:6104 false_positive:0 false_negative:16851 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:6104 false_positive:0 false_negative:16853 
csail_ocount_180_osize_9_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6104 false_positive:0 false_negative:16856 
