csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.000 precision:0.799 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:4240 false_negative:0 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.050 precision:0.797 recall:0.941 true_negative_rate:0.050 true_positive:15859 true_negative:211 false_positive:4029 false_negative:998 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.100 precision:0.810 recall:0.807 true_negative_rate:0.248 true_positive:13596 true_negative:1053 false_positive:3187 false_negative:3261 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.150 precision:0.861 recall:0.608 true_negative_rate:0.611 true_positive:10244 true_negative:2590 false_positive:1650 false_negative:6613 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.200 precision:0.922 recall:0.429 true_negative_rate:0.857 true_positive:7237 true_negative:3632 false_positive:608 false_negative:9620 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.250 precision:0.953 recall:0.308 true_negative_rate:0.939 true_positive:5198 true_negative:3981 false_positive:259 false_negative:11659 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.300 precision:0.972 recall:0.232 true_negative_rate:0.973 true_positive:3916 true_negative:4126 false_positive:114 false_negative:12941 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.350 precision:0.979 recall:0.174 true_negative_rate:0.985 true_positive:2935 true_negative:4176 false_positive:64 false_negative:13922 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.400 precision:0.987 recall:0.124 true_negative_rate:0.994 true_positive:2089 true_negative:4213 false_positive:27 false_negative:14768 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.450 precision:0.996 recall:0.084 true_negative_rate:0.999 true_positive:1421 true_negative:4235 false_positive:5 false_negative:15436 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:818 true_negative:4240 false_positive:0 false_negative:16039 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:455 true_negative:4240 false_positive:0 false_negative:16402 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:204 true_negative:4240 false_positive:0 false_negative:16653 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:64 true_negative:4240 false_positive:0 false_negative:16793 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:27 true_negative:4240 false_positive:0 false_negative:16830 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:21 true_negative:4240 false_positive:0 false_negative:16836 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:4240 false_positive:0 false_negative:16843 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:4240 false_positive:0 false_negative:16851 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:4240 false_positive:0 false_negative:16854 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4240 false_positive:0 false_negative:16856 
csail_ocount_80_osize_13_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4240 false_positive:0 false_negative:16856 
