aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.000 precision:0.949 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:2050 false_negative:0 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.050 precision:0.970 recall:0.863 true_negative_rate:0.501 true_positive:32631 true_negative:1028 false_positive:1022 false_negative:5164 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.100 precision:0.995 recall:0.720 true_negative_rate:0.931 true_positive:27218 true_negative:1909 false_positive:141 false_negative:10577 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.150 precision:0.997 recall:0.620 true_negative_rate:0.963 true_positive:23420 true_negative:1975 false_positive:75 false_negative:14375 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.541 true_negative_rate:0.992 true_positive:20456 true_negative:2033 false_positive:17 false_negative:17339 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:0.997 true_positive:18001 true_negative:2044 false_positive:6 false_negative:19794 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.999 true_positive:15869 true_negative:2048 false_positive:2 false_negative:21926 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.356 true_negative_rate:1.000 true_positive:13472 true_negative:2049 false_positive:1 false_negative:24323 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10817 true_negative:2049 false_positive:1 false_negative:26978 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:1.000 true_positive:8732 true_negative:2049 false_positive:1 false_negative:29063 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6963 true_negative:2049 false_positive:1 false_negative:30832 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5334 true_negative:2049 false_positive:1 false_negative:32461 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:3804 true_negative:2049 false_positive:1 false_negative:33991 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2536 true_negative:2049 false_positive:1 false_negative:35259 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.700 precision:0.999 recall:0.035 true_negative_rate:1.000 true_positive:1313 true_negative:2049 false_positive:1 false_negative:36482 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:522 true_negative:2050 false_positive:0 false_negative:37273 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:2050 false_positive:0 false_negative:37736 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:2050 false_positive:0 false_negative:37760 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:2050 false_positive:0 false_negative:37771 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:2050 false_positive:0 false_negative:37783 
aces_publicb_ocount_60_osize_9_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2050 false_positive:0 false_negative:37794 
