edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.000 precision:0.819 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:9845 false_negative:0 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.050 precision:0.789 recall:0.721 true_negative_rate:0.125 true_positive:32136 true_negative:1234 false_positive:8611 false_negative:12451 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.100 precision:0.882 recall:0.463 true_negative_rate:0.720 true_positive:20626 true_negative:7084 false_positive:2761 false_negative:23961 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.150 precision:0.970 recall:0.310 true_negative_rate:0.956 true_positive:13827 true_negative:9415 false_positive:430 false_negative:30760 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.200 precision:0.992 recall:0.220 true_negative_rate:0.992 true_positive:9805 true_negative:9769 false_positive:76 false_negative:34782 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.168 true_negative_rate:0.999 true_positive:7483 true_negative:9831 false_positive:14 false_negative:37104 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.130 true_negative_rate:0.999 true_positive:5793 true_negative:9838 false_positive:7 false_negative:38794 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.108 true_negative_rate:1.000 true_positive:4811 true_negative:9845 false_positive:0 false_negative:39776 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3954 true_negative:9845 false_positive:0 false_negative:40633 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3638 true_negative:9845 false_positive:0 false_negative:40949 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3317 true_negative:9845 false_positive:0 false_negative:41270 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3114 true_negative:9845 false_positive:0 false_negative:41473 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3037 true_negative:9845 false_positive:0 false_negative:41550 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2686 true_negative:9845 false_positive:0 false_negative:41901 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:692 true_negative:9845 false_positive:0 false_negative:43895 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:396 true_negative:9845 false_positive:0 false_negative:44191 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:9845 false_positive:0 false_negative:44581 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9845 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9845 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9845 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_25_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9845 false_positive:0 false_negative:44586 
