aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.000 precision:0.989 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:420 false_negative:0 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.050 precision:0.998 recall:0.857 true_negative_rate:0.867 true_positive:32404 true_negative:364 false_positive:56 false_negative:5391 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.100 precision:0.999 recall:0.716 true_negative_rate:0.952 true_positive:27076 true_negative:400 false_positive:20 false_negative:10719 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.617 true_negative_rate:0.974 true_positive:23301 true_negative:409 false_positive:11 false_negative:14494 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.539 true_negative_rate:0.981 true_positive:20353 true_negative:412 false_positive:8 false_negative:17442 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.473 true_negative_rate:0.983 true_positive:17886 true_negative:413 false_positive:7 false_negative:19909 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.418 true_negative_rate:0.990 true_positive:15802 true_negative:416 false_positive:4 false_negative:21993 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.353 true_negative_rate:0.990 true_positive:13343 true_negative:416 false_positive:4 false_negative:24452 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.283 true_negative_rate:0.990 true_positive:10705 true_negative:416 false_positive:4 false_negative:27090 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.228 true_negative_rate:0.990 true_positive:8628 true_negative:416 false_positive:4 false_negative:29167 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.182 true_negative_rate:0.995 true_positive:6877 true_negative:418 false_positive:2 false_negative:30918 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.138 true_negative_rate:0.998 true_positive:5224 true_negative:419 false_positive:1 false_negative:32571 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.097 true_negative_rate:1.000 true_positive:3678 true_negative:420 false_positive:0 false_negative:34117 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:2438 true_negative:420 false_positive:0 false_negative:35357 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.032 true_negative_rate:1.000 true_positive:1214 true_negative:420 false_positive:0 false_negative:36581 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.012 true_negative_rate:1.000 true_positive:460 true_negative:420 false_positive:0 false_negative:37335 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:55 true_negative:420 false_positive:0 false_negative:37740 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:420 false_positive:0 false_negative:37762 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:420 false_positive:0 false_negative:37771 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:420 false_positive:0 false_negative:37783 
aces_publicb_ocount_160_osize_2_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:420 false_positive:0 false_negative:37794 
