edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.000 precision:0.868 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:6790 false_negative:0 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.050 precision:0.944 recall:0.715 true_negative_rate:0.722 true_positive:31864 true_negative:4900 false_positive:1890 false_negative:12723 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.100 precision:0.991 recall:0.449 true_negative_rate:0.973 true_positive:20009 true_negative:6610 false_positive:180 false_negative:24578 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.150 precision:0.998 recall:0.304 true_negative_rate:0.996 true_positive:13568 true_negative:6761 false_positive:29 false_negative:31019 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.218 true_negative_rate:0.998 true_positive:9700 true_negative:6776 false_positive:14 false_negative:34887 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.166 true_negative_rate:0.999 true_positive:7392 true_negative:6782 false_positive:8 false_negative:37195 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5800 true_negative:6790 false_positive:0 false_negative:38787 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4907 true_negative:6790 false_positive:0 false_negative:39680 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3953 true_negative:6790 false_positive:0 false_negative:40634 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3620 true_negative:6790 false_positive:0 false_negative:40967 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3315 true_negative:6790 false_positive:0 false_negative:41272 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3107 true_negative:6790 false_positive:0 false_negative:41480 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3062 true_negative:6790 false_positive:0 false_negative:41525 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2707 true_negative:6790 false_positive:0 false_negative:41880 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:725 true_negative:6790 false_positive:0 false_negative:43862 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:400 true_negative:6790 false_positive:0 false_negative:44187 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:6790 false_positive:0 false_negative:44580 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6790 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6790 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6790 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_11_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6790 false_positive:0 false_negative:44586 
