csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.000 precision:0.875 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2411 false_negative:0 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.050 precision:0.880 recall:0.942 true_negative_rate:0.104 true_positive:15873 true_negative:251 false_positive:2160 false_negative:984 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.100 precision:0.907 recall:0.808 true_negative_rate:0.420 true_positive:13620 true_negative:1013 false_positive:1398 false_negative:3237 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.150 precision:0.947 recall:0.613 true_negative_rate:0.760 true_positive:10337 true_negative:1832 false_positive:579 false_negative:6520 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.200 precision:0.974 recall:0.437 true_negative_rate:0.919 true_positive:7366 true_negative:2215 false_positive:196 false_negative:9491 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.250 precision:0.984 recall:0.315 true_negative_rate:0.965 true_positive:5316 true_negative:2326 false_positive:85 false_negative:11541 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.300 precision:0.991 recall:0.238 true_negative_rate:0.985 true_positive:4006 true_negative:2374 false_positive:37 false_negative:12851 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.350 precision:0.996 recall:0.180 true_negative_rate:0.995 true_positive:3039 true_negative:2398 false_positive:13 false_negative:13818 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.134 true_negative_rate:0.999 true_positive:2261 true_negative:2408 false_positive:3 false_negative:14596 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.450 precision:0.998 recall:0.096 true_negative_rate:0.999 true_positive:1618 true_negative:2408 false_positive:3 false_negative:15239 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.500 precision:0.998 recall:0.061 true_negative_rate:0.999 true_positive:1032 true_negative:2409 false_positive:2 false_negative:15825 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:611 true_negative:2411 false_positive:0 false_negative:16246 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:332 true_negative:2411 false_positive:0 false_negative:16525 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:126 true_negative:2411 false_positive:0 false_negative:16731 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:40 true_negative:2411 false_positive:0 false_negative:16817 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:2411 false_positive:0 false_negative:16832 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:2411 false_positive:0 false_negative:16838 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:2411 false_positive:0 false_negative:16844 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:2411 false_positive:0 false_negative:16853 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:2411 false_positive:0 false_negative:16854 
csail_ocount_80_osize_10_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2411 false_positive:0 false_negative:16856 
