fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.000 precision:0.975 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:947 false_negative:0 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.050 precision:0.988 recall:0.977 true_negative_rate:0.555 true_positive:35641 true_negative:526 false_positive:421 false_negative:824 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.100 precision:0.994 recall:0.908 true_negative_rate:0.784 true_positive:33115 true_negative:742 false_positive:205 false_negative:3350 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.771 true_negative_rate:0.903 true_positive:28113 true_negative:855 false_positive:92 false_negative:8352 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.606 true_negative_rate:0.957 true_positive:22099 true_negative:906 false_positive:41 false_negative:14366 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.474 true_negative_rate:0.980 true_positive:17272 true_negative:928 false_positive:19 false_negative:19193 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.365 true_negative_rate:0.985 true_positive:13322 true_negative:933 false_positive:14 false_negative:23143 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.265 true_negative_rate:0.987 true_positive:9674 true_negative:935 false_positive:12 false_negative:26791 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.190 true_negative_rate:0.997 true_positive:6941 true_negative:944 false_positive:3 false_negative:29524 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.133 true_negative_rate:1.000 true_positive:4865 true_negative:947 false_positive:0 false_negative:31600 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:3324 true_negative:947 false_positive:0 false_negative:33141 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2199 true_negative:947 false_positive:0 false_negative:34266 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1237 true_negative:947 false_positive:0 false_negative:35228 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:555 true_negative:947 false_positive:0 false_negative:35910 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:227 true_negative:947 false_positive:0 false_negative:36238 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:102 true_negative:947 false_positive:0 false_negative:36363 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:947 false_positive:0 false_negative:36417 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:947 false_positive:0 false_negative:36441 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:947 false_positive:0 false_negative:36451 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:947 false_positive:0 false_negative:36459 
fr079_ocount_160_osize_4_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:947 false_positive:0 false_negative:36464 
