fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.000 precision:0.924 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:2854 false_negative:0 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.050 precision:0.932 recall:0.935 true_negative_rate:0.167 true_positive:32552 true_negative:476 false_positive:2378 false_negative:2279 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.100 precision:0.954 recall:0.788 true_negative_rate:0.536 true_positive:27460 true_negative:1531 false_positive:1323 false_negative:7371 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.150 precision:0.975 recall:0.609 true_negative_rate:0.807 true_positive:21211 true_negative:2302 false_positive:552 false_negative:13620 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.200 precision:0.988 recall:0.474 true_negative_rate:0.929 true_positive:16507 true_negative:2651 false_positive:203 false_negative:18324 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.389 true_negative_rate:0.972 true_positive:13566 true_negative:2774 false_positive:80 false_negative:21265 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.300 precision:0.997 recall:0.324 true_negative_rate:0.986 true_positive:11298 true_negative:2815 false_positive:39 false_negative:23533 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.350 precision:0.997 recall:0.270 true_negative_rate:0.991 true_positive:9418 true_negative:2828 false_positive:26 false_negative:25413 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.400 precision:0.997 recall:0.224 true_negative_rate:0.991 true_positive:7798 true_negative:2828 false_positive:26 false_negative:27033 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.450 precision:0.998 recall:0.185 true_negative_rate:0.996 true_positive:6428 true_negative:2843 false_positive:11 false_negative:28403 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.143 true_negative_rate:0.999 true_positive:4979 true_negative:2851 false_positive:3 false_negative:29852 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.550 precision:0.999 recall:0.109 true_negative_rate:0.999 true_positive:3802 true_negative:2851 false_positive:3 false_negative:31029 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.600 precision:0.999 recall:0.077 true_negative_rate:0.999 true_positive:2669 true_negative:2851 false_positive:3 false_negative:32162 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.650 precision:0.999 recall:0.049 true_negative_rate:1.000 true_positive:1693 true_negative:2853 false_positive:1 false_negative:33138 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1242 true_negative:2854 false_positive:0 false_negative:33589 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:944 true_negative:2854 false_positive:0 false_negative:33887 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:616 true_negative:2854 false_positive:0 false_negative:34215 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:228 true_negative:2854 false_positive:0 false_negative:34603 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:46 true_negative:2854 false_positive:0 false_negative:34785 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:2854 false_positive:0 false_negative:34816 
fhw_ocount_100_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2854 false_positive:0 false_negative:34830 
