fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.000 precision:0.864 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:2342 false_negative:0 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.050 precision:0.868 recall:0.923 true_negative_rate:0.108 true_positive:13749 true_negative:252 false_positive:2090 false_negative:1144 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.100 precision:0.919 recall:0.794 true_negative_rate:0.554 true_positive:11822 true_negative:1298 false_positive:1044 false_negative:3071 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.150 precision:0.969 recall:0.658 true_negative_rate:0.864 true_positive:9803 true_negative:2024 false_positive:318 false_negative:5090 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.200 precision:0.979 recall:0.550 true_negative_rate:0.924 true_positive:8187 true_negative:2163 false_positive:179 false_negative:6706 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.250 precision:0.996 recall:0.473 true_negative_rate:0.988 true_positive:7041 true_negative:2315 false_positive:27 false_negative:7852 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.411 true_negative_rate:0.994 true_positive:6124 true_negative:2327 false_positive:15 false_negative:8769 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.368 true_negative_rate:0.997 true_positive:5483 true_negative:2335 false_positive:7 false_negative:9410 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.318 true_negative_rate:1.000 true_positive:4741 true_negative:2342 false_positive:0 false_negative:10152 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.280 true_negative_rate:1.000 true_positive:4165 true_negative:2342 false_positive:0 false_negative:10728 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.247 true_negative_rate:1.000 true_positive:3678 true_negative:2342 false_positive:0 false_negative:11215 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.215 true_negative_rate:1.000 true_positive:3203 true_negative:2342 false_positive:0 false_negative:11690 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.179 true_negative_rate:1.000 true_positive:2661 true_negative:2342 false_positive:0 false_negative:12232 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.138 true_negative_rate:1.000 true_positive:2056 true_negative:2342 false_positive:0 false_negative:12837 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1562 true_negative:2342 false_positive:0 false_negative:13331 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:1146 true_negative:2342 false_positive:0 false_negative:13747 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.043 true_negative_rate:1.000 true_positive:637 true_negative:2342 false_positive:0 false_negative:14256 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:249 true_negative:2342 false_positive:0 false_negative:14644 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:73 true_negative:2342 false_positive:0 false_negative:14820 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:2342 false_positive:0 false_negative:14882 
fr101_ocount_40_osize_14_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2342 false_positive:0 false_negative:14892 
