fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.000 precision:0.963 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:1415 false_negative:0 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.050 precision:0.979 recall:0.978 true_negative_rate:0.449 true_positive:35674 true_negative:636 false_positive:779 false_negative:791 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.100 precision:0.987 recall:0.911 true_negative_rate:0.683 true_positive:33221 true_negative:967 false_positive:448 false_negative:3244 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.150 precision:0.991 recall:0.781 true_negative_rate:0.815 true_positive:28466 true_negative:1153 false_positive:262 false_negative:7999 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.200 precision:0.993 recall:0.619 true_negative_rate:0.893 true_positive:22554 true_negative:1263 false_positive:152 false_negative:13911 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.250 precision:0.995 recall:0.485 true_negative_rate:0.941 true_positive:17691 true_negative:1332 false_positive:83 false_negative:18774 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.300 precision:0.997 recall:0.378 true_negative_rate:0.968 true_positive:13797 true_negative:1370 false_positive:45 false_negative:22668 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.350 precision:0.997 recall:0.280 true_negative_rate:0.982 true_positive:10198 true_negative:1389 false_positive:26 false_negative:26267 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.400 precision:0.998 recall:0.201 true_negative_rate:0.988 true_positive:7344 true_negative:1398 false_positive:17 false_negative:29121 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.142 true_negative_rate:0.996 true_positive:5169 true_negative:1410 false_positive:5 false_negative:31296 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.097 true_negative_rate:1.000 true_positive:3539 true_negative:1415 false_positive:0 false_negative:32926 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:2381 true_negative:1415 false_positive:0 false_negative:34084 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:1431 true_negative:1415 false_positive:0 false_negative:35034 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:671 true_negative:1415 false_positive:0 false_negative:35794 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:272 true_negative:1415 false_positive:0 false_negative:36193 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:128 true_negative:1415 false_positive:0 false_negative:36337 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:57 true_negative:1415 false_positive:0 false_negative:36408 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:30 true_negative:1415 false_positive:0 false_negative:36435 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:18 true_negative:1415 false_positive:0 false_negative:36447 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:1415 false_positive:0 false_negative:36458 
fr079_ocount_160_osize_5_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1415 false_positive:0 false_negative:36464 
