csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.000 precision:0.859 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2775 false_negative:0 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.050 precision:0.856 recall:0.960 true_negative_rate:0.017 true_positive:16191 true_negative:48 false_positive:2727 false_negative:666 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.100 precision:0.853 recall:0.857 true_negative_rate:0.102 true_positive:14440 true_negative:284 false_positive:2491 false_negative:2417 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.150 precision:0.861 recall:0.691 true_negative_rate:0.321 true_positive:11656 true_negative:892 false_positive:1883 false_negative:5201 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.200 precision:0.907 recall:0.513 true_negative_rate:0.681 true_positive:8644 true_negative:1890 false_positive:885 false_negative:8213 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.250 precision:0.952 recall:0.372 true_negative_rate:0.887 true_positive:6267 true_negative:2462 false_positive:313 false_negative:10590 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.300 precision:0.984 recall:0.274 true_negative_rate:0.974 true_positive:4617 true_negative:2702 false_positive:73 false_negative:12240 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.350 precision:0.996 recall:0.203 true_negative_rate:0.995 true_positive:3420 true_negative:2761 false_positive:14 false_negative:13437 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:2419 true_negative:2775 false_positive:0 false_negative:14438 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.097 true_negative_rate:1.000 true_positive:1638 true_negative:2775 false_positive:0 false_negative:15219 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:1041 true_negative:2775 false_positive:0 false_negative:15816 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:621 true_negative:2775 false_positive:0 false_negative:16236 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:330 true_negative:2775 false_positive:0 false_negative:16527 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:132 true_negative:2775 false_positive:0 false_negative:16725 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:47 true_negative:2775 false_positive:0 false_negative:16810 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:2775 false_positive:0 false_negative:16831 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:17 true_negative:2775 false_positive:0 false_negative:16840 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:2775 false_positive:0 false_negative:16845 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:2775 false_positive:0 false_negative:16852 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:2775 false_positive:0 false_negative:16854 
csail_ocount_40_osize_14_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2775 false_positive:0 false_negative:16856 
