csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.000 precision:0.957 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:759 false_negative:0 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.050 precision:0.970 recall:0.968 true_negative_rate:0.336 true_positive:16311 true_negative:255 false_positive:504 false_negative:546 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.100 precision:0.986 recall:0.871 true_negative_rate:0.717 true_positive:14680 true_negative:544 false_positive:215 false_negative:2177 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.150 precision:0.992 recall:0.698 true_negative_rate:0.870 true_positive:11758 true_negative:660 false_positive:99 false_negative:5099 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.200 precision:0.994 recall:0.506 true_negative_rate:0.928 true_positive:8537 true_negative:704 false_positive:55 false_negative:8320 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.363 true_negative_rate:0.975 true_positive:6117 true_negative:740 false_positive:19 false_negative:10740 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.271 true_negative_rate:0.996 true_positive:4564 true_negative:756 false_positive:3 false_negative:12293 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.204 true_negative_rate:0.999 true_positive:3436 true_negative:758 false_positive:1 false_negative:13421 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.149 true_negative_rate:1.000 true_positive:2506 true_negative:759 false_positive:0 false_negative:14351 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1767 true_negative:759 false_positive:0 false_negative:15090 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:1134 true_negative:759 false_positive:0 false_negative:15723 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:679 true_negative:759 false_positive:0 false_negative:16178 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:391 true_negative:759 false_positive:0 false_negative:16466 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:164 true_negative:759 false_positive:0 false_negative:16693 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:59 true_negative:759 false_positive:0 false_negative:16798 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:759 false_positive:0 false_negative:16831 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:759 false_positive:0 false_negative:16837 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:759 false_positive:0 false_negative:16843 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:759 false_positive:0 false_negative:16850 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:759 false_positive:0 false_negative:16853 
csail_ocount_140_osize_4_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:759 false_positive:0 false_negative:16856 
