aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.000 precision:0.941 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:2376 false_negative:0 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.050 precision:0.940 recall:0.862 true_negative_rate:0.126 true_positive:32573 true_negative:300 false_positive:2076 false_negative:5222 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.100 precision:0.974 recall:0.719 true_negative_rate:0.690 true_positive:27188 true_negative:1640 false_positive:736 false_negative:10607 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.150 precision:0.993 recall:0.616 true_negative_rate:0.934 true_positive:23298 true_negative:2220 false_positive:156 false_negative:14497 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.539 true_negative_rate:0.984 true_positive:20376 true_negative:2339 false_positive:37 false_negative:17419 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.475 true_negative_rate:0.993 true_positive:17970 true_negative:2360 false_positive:16 false_negative:19825 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.417 true_negative_rate:1.000 true_positive:15752 true_negative:2376 false_positive:0 false_negative:22043 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.354 true_negative_rate:1.000 true_positive:13394 true_negative:2376 false_positive:0 false_negative:24401 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.284 true_negative_rate:1.000 true_positive:10725 true_negative:2376 false_positive:0 false_negative:27070 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.227 true_negative_rate:1.000 true_positive:8592 true_negative:2376 false_positive:0 false_negative:29203 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.183 true_negative_rate:1.000 true_positive:6901 true_negative:2376 false_positive:0 false_negative:30894 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.139 true_negative_rate:1.000 true_positive:5270 true_negative:2376 false_positive:0 false_negative:32525 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.098 true_negative_rate:1.000 true_positive:3695 true_negative:2376 false_positive:0 false_negative:34100 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:2438 true_negative:2376 false_positive:0 false_negative:35357 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.033 true_negative_rate:1.000 true_positive:1241 true_negative:2376 false_positive:0 false_negative:36554 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:474 true_negative:2376 false_positive:0 false_negative:37321 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:52 true_negative:2376 false_positive:0 false_negative:37743 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:2376 false_positive:0 false_negative:37762 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:2376 false_positive:0 false_negative:37771 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:2376 false_positive:0 false_negative:37783 
aces_publicb_ocount_20_osize_18_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2376 false_positive:0 false_negative:37794 
