fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.000 precision:0.992 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:298 false_negative:0 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.050 precision:0.996 recall:0.975 true_negative_rate:0.534 true_positive:35554 true_negative:159 false_positive:139 false_negative:911 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.100 precision:0.998 recall:0.898 true_negative_rate:0.805 true_positive:32752 true_negative:240 false_positive:58 false_negative:3713 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.755 true_negative_rate:0.896 true_positive:27514 true_negative:267 false_positive:31 false_negative:8951 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.584 true_negative_rate:0.940 true_positive:21279 true_negative:280 false_positive:18 false_negative:15186 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.453 true_negative_rate:0.973 true_positive:16508 true_negative:290 false_positive:8 false_negative:19957 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.343 true_negative_rate:0.983 true_positive:12508 true_negative:293 false_positive:5 false_negative:23957 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.245 true_negative_rate:0.987 true_positive:8924 true_negative:294 false_positive:4 false_negative:27541 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.172 true_negative_rate:0.990 true_positive:6279 true_negative:295 false_positive:3 false_negative:30186 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.120 true_negative_rate:0.990 true_positive:4369 true_negative:295 false_positive:3 false_negative:32096 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2909 true_negative:298 false_positive:0 false_negative:33556 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1829 true_negative:298 false_positive:0 false_negative:34636 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:915 true_negative:298 false_positive:0 false_negative:35550 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:341 true_negative:298 false_positive:0 false_negative:36124 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:146 true_negative:298 false_positive:0 false_negative:36319 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:71 true_negative:298 false_positive:0 false_negative:36394 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:31 true_negative:298 false_positive:0 false_negative:36434 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:298 false_positive:0 false_negative:36451 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:298 false_positive:0 false_negative:36456 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:298 false_positive:0 false_negative:36459 
fr079_ocount_140_osize_2_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:298 false_positive:0 false_negative:36464 
