fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.000 precision:0.980 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:743 false_negative:0 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.050 precision:0.990 recall:0.977 true_negative_rate:0.507 true_positive:35612 true_negative:377 false_positive:366 false_negative:853 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.100 precision:0.993 recall:0.907 true_negative_rate:0.708 true_positive:33057 true_negative:526 false_positive:217 false_negative:3408 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.150 precision:0.996 recall:0.777 true_negative_rate:0.845 true_positive:28344 true_negative:628 false_positive:115 false_negative:8121 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.200 precision:0.998 recall:0.619 true_negative_rate:0.935 true_positive:22585 true_negative:695 false_positive:48 false_negative:13880 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.490 true_negative_rate:0.968 true_positive:17877 true_negative:719 false_positive:24 false_negative:18588 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.385 true_negative_rate:0.978 true_positive:14023 true_negative:727 false_positive:16 false_negative:22442 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.286 true_negative_rate:0.989 true_positive:10425 true_negative:735 false_positive:8 false_negative:26040 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.206 true_negative_rate:0.999 true_positive:7497 true_negative:742 false_positive:1 false_negative:28968 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:5189 true_negative:743 false_positive:0 false_negative:31276 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:3476 true_negative:743 false_positive:0 false_negative:32989 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2254 true_negative:743 false_positive:0 false_negative:34211 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1272 true_negative:743 false_positive:0 false_negative:35193 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:594 true_negative:743 false_positive:0 false_negative:35871 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:247 true_negative:743 false_positive:0 false_negative:36218 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:121 true_negative:743 false_positive:0 false_negative:36344 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:54 true_negative:743 false_positive:0 false_negative:36411 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:28 true_negative:743 false_positive:0 false_negative:36437 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:743 false_positive:0 false_negative:36451 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:743 false_positive:0 false_negative:36456 
fr079_ocount_140_osize_4_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:743 false_positive:0 false_negative:36464 
