fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.000 precision:0.978 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:790 false_negative:0 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.050 precision:0.980 recall:0.936 true_negative_rate:0.141 true_positive:32619 true_negative:111 false_positive:679 false_negative:2212 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.100 precision:0.983 recall:0.784 true_negative_rate:0.414 true_positive:27299 true_negative:327 false_positive:463 false_negative:7532 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.150 precision:0.992 recall:0.606 true_negative_rate:0.778 true_positive:21100 true_negative:615 false_positive:175 false_negative:13731 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.472 true_negative_rate:0.976 true_positive:16449 true_negative:771 false_positive:19 false_negative:18382 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.392 true_negative_rate:0.992 true_positive:13639 true_negative:784 false_positive:6 false_negative:21192 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.331 true_negative_rate:0.992 true_positive:11531 true_negative:784 false_positive:6 false_negative:23300 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.276 true_negative_rate:0.994 true_positive:9604 true_negative:785 false_positive:5 false_negative:25227 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.231 true_negative_rate:1.000 true_positive:8035 true_negative:790 false_positive:0 false_negative:26796 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.189 true_negative_rate:1.000 true_positive:6586 true_negative:790 false_positive:0 false_negative:28245 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.148 true_negative_rate:1.000 true_positive:5146 true_negative:790 false_positive:0 false_negative:29685 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.115 true_negative_rate:1.000 true_positive:3994 true_negative:790 false_positive:0 false_negative:30837 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:2873 true_negative:790 false_positive:0 false_negative:31958 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.053 true_negative_rate:1.000 true_positive:1839 true_negative:790 false_positive:0 false_negative:32992 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1331 true_negative:790 false_positive:0 false_negative:33500 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1011 true_negative:790 false_positive:0 false_negative:33820 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:736 true_negative:790 false_positive:0 false_negative:34095 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:292 true_negative:790 false_positive:0 false_negative:34539 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:69 true_negative:790 false_positive:0 false_negative:34762 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:15 true_negative:790 false_positive:0 false_negative:34816 
fhw_ocount_20_osize_12_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:790 false_positive:0 false_negative:34830 
