fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.000 precision:0.944 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:2051 false_negative:0 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.050 precision:0.961 recall:0.938 true_negative_rate:0.348 true_positive:32655 true_negative:714 false_positive:1337 false_negative:2176 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.100 precision:0.981 recall:0.786 true_negative_rate:0.747 true_positive:27371 true_negative:1533 false_positive:518 false_negative:7460 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.150 precision:0.989 recall:0.604 true_negative_rate:0.889 true_positive:21051 true_negative:1824 false_positive:227 false_negative:13780 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.200 precision:0.995 recall:0.472 true_negative_rate:0.956 true_positive:16427 true_negative:1961 false_positive:90 false_negative:18404 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.250 precision:0.996 recall:0.389 true_negative_rate:0.976 true_positive:13557 true_negative:2002 false_positive:49 false_negative:21274 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.329 true_negative_rate:0.988 true_positive:11444 true_negative:2026 false_positive:25 false_negative:23387 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.275 true_negative_rate:0.994 true_positive:9562 true_negative:2038 false_positive:13 false_negative:25269 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.231 true_negative_rate:0.998 true_positive:8030 true_negative:2046 false_positive:5 false_negative:26801 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.188 true_negative_rate:0.998 true_positive:6552 true_negative:2047 false_positive:4 false_negative:28279 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.146 true_negative_rate:0.999 true_positive:5085 true_negative:2048 false_positive:3 false_negative:29746 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.113 true_negative_rate:1.000 true_positive:3951 true_negative:2051 false_positive:0 false_negative:30880 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:2817 true_negative:2051 false_positive:0 false_negative:32014 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1780 true_negative:2051 false_positive:0 false_negative:33051 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1265 true_negative:2051 false_positive:0 false_negative:33566 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:979 true_negative:2051 false_positive:0 false_negative:33852 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:703 true_negative:2051 false_positive:0 false_negative:34128 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:247 true_negative:2051 false_positive:0 false_negative:34584 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:2051 false_positive:0 false_negative:34772 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:2051 false_positive:0 false_negative:34818 
fhw_ocount_140_osize_5_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2051 false_positive:0 false_negative:34830 
