fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.000 precision:0.985 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:524 false_negative:0 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.050 precision:0.989 recall:0.935 true_negative_rate:0.330 true_positive:32571 true_negative:173 false_positive:351 false_negative:2260 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.100 precision:0.994 recall:0.781 true_negative_rate:0.689 true_positive:27199 true_negative:361 false_positive:163 false_negative:7632 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.150 precision:0.997 recall:0.598 true_negative_rate:0.876 true_positive:20842 true_negative:459 false_positive:65 false_negative:13989 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.467 true_negative_rate:0.964 true_positive:16283 true_negative:505 false_positive:19 false_negative:18548 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.389 true_negative_rate:0.994 true_positive:13543 true_negative:521 false_positive:3 false_negative:21288 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.328 true_negative_rate:1.000 true_positive:11411 true_negative:524 false_positive:0 false_negative:23420 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.273 true_negative_rate:1.000 true_positive:9507 true_negative:524 false_positive:0 false_negative:25324 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.227 true_negative_rate:1.000 true_positive:7912 true_negative:524 false_positive:0 false_negative:26919 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6458 true_negative:524 false_positive:0 false_negative:28373 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5022 true_negative:524 false_positive:0 false_negative:29809 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3885 true_negative:524 false_positive:0 false_negative:30946 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.078 true_negative_rate:1.000 true_positive:2710 true_negative:524 false_positive:0 false_negative:32121 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.050 true_negative_rate:1.000 true_positive:1746 true_negative:524 false_positive:0 false_negative:33085 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1270 true_negative:524 false_positive:0 false_negative:33561 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:993 true_negative:524 false_positive:0 false_negative:33838 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:677 true_negative:524 false_positive:0 false_negative:34154 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:236 true_negative:524 false_positive:0 false_negative:34595 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:61 true_negative:524 false_positive:0 false_negative:34770 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:524 false_positive:0 false_negative:34818 
fhw_ocount_40_osize_5_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:524 false_positive:0 false_negative:34830 
