edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.000 precision:0.666 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:22385 false_negative:0 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.050 precision:0.608 recall:0.729 true_negative_rate:0.063 true_positive:32483 true_negative:1403 false_positive:20982 false_negative:12104 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.100 precision:0.735 recall:0.466 true_negative_rate:0.665 true_positive:20772 true_negative:14884 false_positive:7501 false_negative:23815 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.150 precision:0.963 recall:0.311 true_negative_rate:0.976 true_positive:13868 true_negative:21851 false_positive:534 false_negative:30719 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.200 precision:0.989 recall:0.222 true_negative_rate:0.995 true_positive:9890 true_negative:22278 false_positive:107 false_negative:34697 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.250 precision:0.991 recall:0.166 true_negative_rate:0.997 true_positive:7399 true_negative:22316 false_positive:69 false_negative:37188 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.300 precision:0.997 recall:0.129 true_negative_rate:0.999 true_positive:5757 true_negative:22370 false_positive:15 false_negative:38830 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4903 true_negative:22383 false_positive:2 false_negative:39684 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.092 true_negative_rate:1.000 true_positive:4080 true_negative:22384 false_positive:1 false_negative:40507 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3649 true_negative:22385 false_positive:0 false_negative:40938 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3334 true_negative:22385 false_positive:0 false_negative:41253 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3096 true_negative:22385 false_positive:0 false_negative:41491 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3010 true_negative:22385 false_positive:0 false_negative:41577 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2671 true_negative:22385 false_positive:0 false_negative:41916 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:778 true_negative:22385 false_positive:0 false_negative:43809 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:402 true_negative:22385 false_positive:0 false_negative:44185 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:23 true_negative:22385 false_positive:0 false_negative:44564 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22385 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22385 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22385 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_33_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22385 false_positive:0 false_negative:44586 
