aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.000 precision:0.961 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1522 false_negative:0 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.050 precision:0.965 recall:0.859 true_negative_rate:0.231 true_positive:32454 true_negative:351 false_positive:1171 false_negative:5341 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.100 precision:0.990 recall:0.719 true_negative_rate:0.821 true_positive:27159 true_negative:1249 false_positive:273 false_negative:10636 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.618 true_negative_rate:0.940 true_positive:23349 true_negative:1430 false_positive:92 false_negative:14446 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.541 true_negative_rate:0.972 true_positive:20451 true_negative:1480 false_positive:42 false_negative:17344 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.476 true_negative_rate:0.986 true_positive:17973 true_negative:1500 false_positive:22 false_negative:19822 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.421 true_negative_rate:0.996 true_positive:15895 true_negative:1516 false_positive:6 false_negative:21900 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.356 true_negative_rate:0.996 true_positive:13455 true_negative:1516 false_positive:6 false_negative:24340 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:0.998 true_positive:10827 true_negative:1519 false_positive:3 false_negative:26968 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8687 true_negative:1522 false_positive:0 false_negative:29108 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6962 true_negative:1522 false_positive:0 false_negative:30833 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5310 true_negative:1522 false_positive:0 false_negative:32485 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3764 true_negative:1522 false_positive:0 false_negative:34031 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2520 true_negative:1522 false_positive:0 false_negative:35275 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1317 true_negative:1522 false_positive:0 false_negative:36478 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:527 true_negative:1522 false_positive:0 false_negative:37268 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:66 true_negative:1522 false_positive:0 false_negative:37729 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:34 true_negative:1522 false_positive:0 false_negative:37761 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:1522 false_positive:0 false_negative:37771 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1522 false_positive:0 false_negative:37783 
aces_publicb_ocount_20_osize_12_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1522 false_positive:0 false_negative:37794 
