csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.000 precision:0.925 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1375 false_negative:0 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.050 precision:0.925 recall:0.940 true_negative_rate:0.070 true_positive:15838 true_negative:96 false_positive:1279 false_negative:1019 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.100 precision:0.924 recall:0.800 true_negative_rate:0.195 true_positive:13487 true_negative:268 false_positive:1107 false_negative:3370 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.150 precision:0.937 recall:0.594 true_negative_rate:0.513 true_positive:10011 true_negative:706 false_positive:669 false_negative:6846 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.200 precision:0.969 recall:0.420 true_negative_rate:0.836 true_positive:7085 true_negative:1150 false_positive:225 false_negative:9772 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.250 precision:0.980 recall:0.308 true_negative_rate:0.924 true_positive:5198 true_negative:1270 false_positive:105 false_negative:11659 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.300 precision:0.990 recall:0.234 true_negative_rate:0.972 true_positive:3946 true_negative:1337 false_positive:38 false_negative:12911 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.178 true_negative_rate:0.996 true_positive:3003 true_negative:1369 false_positive:6 false_negative:13854 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:2185 true_negative:1375 false_positive:0 false_negative:14672 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.093 true_negative_rate:1.000 true_positive:1576 true_negative:1375 false_positive:0 false_negative:15281 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.059 true_negative_rate:1.000 true_positive:990 true_negative:1375 false_positive:0 false_negative:15867 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:582 true_negative:1375 false_positive:0 false_negative:16275 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:306 true_negative:1375 false_positive:0 false_negative:16551 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:103 true_negative:1375 false_positive:0 false_negative:16754 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:35 true_negative:1375 false_positive:0 false_negative:16822 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:1375 false_positive:0 false_negative:16833 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:1375 false_positive:0 false_negative:16839 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:1375 false_positive:0 false_negative:16849 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1375 false_positive:0 false_negative:16853 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:1375 false_positive:0 false_negative:16855 
csail_ocount_20_osize_15_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1375 false_positive:0 false_negative:16856 
