fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.000 precision:0.916 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:1368 false_negative:0 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.050 precision:0.924 recall:0.922 true_negative_rate:0.175 true_positive:13725 true_negative:239 false_positive:1129 false_negative:1168 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.100 precision:0.963 recall:0.805 true_negative_rate:0.666 true_positive:11982 true_negative:911 false_positive:457 false_negative:2911 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.150 precision:0.989 recall:0.675 true_negative_rate:0.916 true_positive:10046 true_negative:1253 false_positive:115 false_negative:4847 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.200 precision:0.990 recall:0.560 true_negative_rate:0.941 true_positive:8334 true_negative:1287 false_positive:81 false_negative:6559 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.250 precision:0.996 recall:0.486 true_negative_rate:0.977 true_positive:7244 true_negative:1337 false_positive:31 false_negative:7649 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.425 true_negative_rate:0.994 true_positive:6328 true_negative:1360 false_positive:8 false_negative:8565 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.380 true_negative_rate:0.994 true_positive:5666 true_negative:1360 false_positive:8 false_negative:9227 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.336 true_negative_rate:0.997 true_positive:5007 true_negative:1364 false_positive:4 false_negative:9886 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.293 true_negative_rate:0.998 true_positive:4370 true_negative:1365 false_positive:3 false_negative:10523 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.260 true_negative_rate:0.999 true_positive:3879 true_negative:1366 false_positive:2 false_negative:11014 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.228 true_negative_rate:0.999 true_positive:3399 true_negative:1367 false_positive:1 false_negative:11494 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.199 true_negative_rate:0.999 true_positive:2967 true_negative:1367 false_positive:1 false_negative:11926 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.159 true_negative_rate:0.999 true_positive:2370 true_negative:1367 false_positive:1 false_negative:12523 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.124 true_negative_rate:1.000 true_positive:1849 true_negative:1368 false_positive:0 false_negative:13044 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.096 true_negative_rate:1.000 true_positive:1430 true_negative:1368 false_positive:0 false_negative:13463 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:993 true_negative:1368 false_positive:0 false_negative:13900 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.033 true_negative_rate:1.000 true_positive:498 true_negative:1368 false_positive:0 false_negative:14395 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:163 true_negative:1368 false_positive:0 false_negative:14730 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:38 true_negative:1368 false_positive:0 false_negative:14855 
fr101_ocount_40_osize_10_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1368 false_positive:0 false_negative:14892 
