csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.000 precision:0.962 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:665 false_negative:0 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.050 precision:0.979 recall:0.967 true_negative_rate:0.475 true_positive:16302 true_negative:316 false_positive:349 false_negative:555 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.100 precision:0.990 recall:0.871 true_negative_rate:0.774 true_positive:14676 true_negative:515 false_positive:150 false_negative:2181 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.150 precision:0.994 recall:0.693 true_negative_rate:0.898 true_positive:11682 true_negative:597 false_positive:68 false_negative:5175 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.200 precision:0.996 recall:0.504 true_negative_rate:0.949 true_positive:8495 true_negative:631 false_positive:34 false_negative:8362 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.359 true_negative_rate:0.977 true_positive:6052 true_negative:650 false_positive:15 false_negative:10805 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.267 true_negative_rate:0.991 true_positive:4509 true_negative:659 false_positive:6 false_negative:12348 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.200 true_negative_rate:0.995 true_positive:3368 true_negative:662 false_positive:3 false_negative:13489 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.146 true_negative_rate:0.997 true_positive:2454 true_negative:663 false_positive:2 false_negative:14403 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1766 true_negative:665 false_positive:0 false_negative:15091 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.065 true_negative_rate:1.000 true_positive:1091 true_negative:665 false_positive:0 false_negative:15766 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:671 true_negative:665 false_positive:0 false_negative:16186 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:385 true_negative:665 false_positive:0 false_negative:16472 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:156 true_negative:665 false_positive:0 false_negative:16701 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:59 true_negative:665 false_positive:0 false_negative:16798 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:665 false_positive:0 false_negative:16828 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:665 false_positive:0 false_negative:16837 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:665 false_positive:0 false_negative:16844 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:665 false_positive:0 false_negative:16850 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:665 false_positive:0 false_negative:16852 
csail_ocount_140_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:665 false_positive:0 false_negative:16856 
