fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.000 precision:0.970 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:461 false_negative:0 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.050 precision:0.977 recall:0.923 true_negative_rate:0.295 true_positive:13752 true_negative:136 false_positive:325 false_negative:1141 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.100 precision:0.998 recall:0.800 true_negative_rate:0.961 true_positive:11909 true_negative:443 false_positive:18 false_negative:2984 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.665 true_negative_rate:0.993 true_positive:9899 true_negative:458 false_positive:3 false_negative:4994 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.554 true_negative_rate:0.993 true_positive:8245 true_negative:458 false_positive:3 false_negative:6648 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.480 true_negative_rate:0.996 true_positive:7147 true_negative:459 false_positive:2 false_negative:7746 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.419 true_negative_rate:0.996 true_positive:6238 true_negative:459 false_positive:2 false_negative:8655 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.378 true_negative_rate:0.998 true_positive:5635 true_negative:460 false_positive:1 false_negative:9258 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.333 true_negative_rate:0.998 true_positive:4959 true_negative:460 false_positive:1 false_negative:9934 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.291 true_negative_rate:1.000 true_positive:4332 true_negative:461 false_positive:0 false_negative:10561 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.259 true_negative_rate:1.000 true_positive:3858 true_negative:461 false_positive:0 false_negative:11035 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.226 true_negative_rate:1.000 true_positive:3364 true_negative:461 false_positive:0 false_negative:11529 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.196 true_negative_rate:1.000 true_positive:2926 true_negative:461 false_positive:0 false_negative:11967 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.156 true_negative_rate:1.000 true_positive:2324 true_negative:461 false_positive:0 false_negative:12569 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.121 true_negative_rate:1.000 true_positive:1809 true_negative:461 false_positive:0 false_negative:13084 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.092 true_negative_rate:1.000 true_positive:1367 true_negative:461 false_positive:0 false_negative:13526 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:927 true_negative:461 false_positive:0 false_negative:13966 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:432 true_negative:461 false_positive:0 false_negative:14461 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:150 true_negative:461 false_positive:0 false_negative:14743 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:461 false_positive:0 false_negative:14857 
fr101_ocount_20_osize_7_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:461 false_positive:0 false_negative:14892 
