fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.000 precision:0.957 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1555 false_negative:0 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.050 precision:0.971 recall:0.939 true_negative_rate:0.370 true_positive:32700 true_negative:575 false_positive:980 false_negative:2131 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.100 precision:0.984 recall:0.787 true_negative_rate:0.707 true_positive:27408 true_negative:1099 false_positive:456 false_negative:7423 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.150 precision:0.992 recall:0.603 true_negative_rate:0.893 true_positive:20995 true_negative:1389 false_positive:166 false_negative:13836 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.200 precision:0.996 recall:0.471 true_negative_rate:0.958 true_positive:16389 true_negative:1489 false_positive:66 false_negative:18442 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.392 true_negative_rate:0.970 true_positive:13637 true_negative:1509 false_positive:46 false_negative:21194 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.329 true_negative_rate:0.985 true_positive:11449 true_negative:1532 false_positive:23 false_negative:23382 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.274 true_negative_rate:0.990 true_positive:9531 true_negative:1539 false_positive:16 false_negative:25300 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.229 true_negative_rate:0.994 true_positive:7993 true_negative:1545 false_positive:10 false_negative:26838 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.188 true_negative_rate:0.999 true_positive:6535 true_negative:1554 false_positive:1 false_negative:28296 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5081 true_negative:1555 false_positive:0 false_negative:29750 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3913 true_negative:1555 false_positive:0 false_negative:30918 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.078 true_negative_rate:1.000 true_positive:2731 true_negative:1555 false_positive:0 false_negative:32100 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1779 true_negative:1555 false_positive:0 false_negative:33052 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1270 true_negative:1555 false_positive:0 false_negative:33561 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:988 true_negative:1555 false_positive:0 false_negative:33843 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:689 true_negative:1555 false_positive:0 false_negative:34142 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:250 true_negative:1555 false_positive:0 false_negative:34581 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:62 true_negative:1555 false_positive:0 false_negative:34769 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:1555 false_positive:0 false_negative:34818 
fhw_ocount_180_osize_5_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1555 false_positive:0 false_negative:34830 
