aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.000 precision:0.830 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:7731 false_negative:0 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.050 precision:0.826 recall:0.872 true_negative_rate:0.101 true_positive:32942 true_negative:784 false_positive:6947 false_negative:4853 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.100 precision:0.935 recall:0.729 true_negative_rate:0.750 true_positive:27558 true_negative:5801 false_positive:1930 false_negative:10237 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.150 precision:0.985 recall:0.624 true_negative_rate:0.953 true_positive:23571 true_negative:7368 false_positive:363 false_negative:14224 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.200 precision:0.990 recall:0.545 true_negative_rate:0.973 true_positive:20613 true_negative:7524 false_positive:207 false_negative:17182 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.250 precision:0.994 recall:0.479 true_negative_rate:0.986 true_positive:18086 true_negative:7625 false_positive:106 false_negative:19709 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.300 precision:0.996 recall:0.425 true_negative_rate:0.991 true_positive:16065 true_negative:7660 false_positive:71 false_negative:21730 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.365 true_negative_rate:0.995 true_positive:13785 true_negative:7689 false_positive:42 false_negative:24010 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.292 true_negative_rate:0.997 true_positive:11050 true_negative:7705 false_positive:26 false_negative:26745 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.450 precision:0.997 recall:0.236 true_negative_rate:0.997 true_positive:8936 true_negative:7705 false_positive:26 false_negative:28859 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.500 precision:0.998 recall:0.191 true_negative_rate:0.998 true_positive:7228 true_negative:7719 false_positive:12 false_negative:30567 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.147 true_negative_rate:1.000 true_positive:5554 true_negative:7731 false_positive:0 false_negative:32241 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.104 true_negative_rate:1.000 true_positive:3937 true_negative:7731 false_positive:0 false_negative:33858 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.072 true_negative_rate:1.000 true_positive:2716 true_negative:7731 false_positive:0 false_negative:35079 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1429 true_negative:7731 false_positive:0 false_negative:36366 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:598 true_negative:7731 false_positive:0 false_negative:37197 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:123 true_negative:7731 false_positive:0 false_negative:37672 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:49 true_negative:7731 false_positive:0 false_negative:37746 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:27 true_negative:7731 false_positive:0 false_negative:37768 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:7731 false_positive:0 false_negative:37782 
aces_publicb_ocount_80_osize_16_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:7731 false_positive:0 false_negative:37794 
