edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.000 precision:0.707 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:18453 false_negative:0 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.050 precision:0.662 recall:0.722 true_negative_rate:0.108 true_positive:32211 true_negative:1995 false_positive:16458 false_negative:12376 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.100 precision:0.774 recall:0.463 true_negative_rate:0.673 true_positive:20625 true_negative:12423 false_positive:6030 false_negative:23962 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.150 precision:0.944 recall:0.317 true_negative_rate:0.955 true_positive:14113 true_negative:17623 false_positive:830 false_negative:30474 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.200 precision:0.974 recall:0.227 true_negative_rate:0.985 true_positive:10117 true_negative:18184 false_positive:269 false_negative:34470 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.250 precision:0.989 recall:0.169 true_negative_rate:0.995 true_positive:7540 true_negative:18367 false_positive:86 false_negative:37047 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.129 true_negative_rate:0.999 true_positive:5769 true_negative:18435 false_positive:18 false_negative:38818 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:4946 true_negative:18453 false_positive:0 false_negative:39641 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4029 true_negative:18453 false_positive:0 false_negative:40558 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3640 true_negative:18453 false_positive:0 false_negative:40947 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3318 true_negative:18453 false_positive:0 false_negative:41269 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3117 true_negative:18453 false_positive:0 false_negative:41470 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3073 true_negative:18453 false_positive:0 false_negative:41514 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2713 true_negative:18453 false_positive:0 false_negative:41874 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:917 true_negative:18453 false_positive:0 false_negative:43670 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:431 true_negative:18453 false_positive:0 false_negative:44156 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:18453 false_positive:0 false_negative:44579 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:18453 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:18453 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:18453 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_30_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:18453 false_positive:0 false_negative:44586 
