aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.000 precision:0.954 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:1839 false_negative:0 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.050 precision:0.957 recall:0.865 true_negative_rate:0.206 true_positive:32688 true_negative:378 false_positive:1461 false_negative:5107 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.100 precision:0.980 recall:0.722 true_negative_rate:0.697 true_positive:27278 true_negative:1282 false_positive:557 false_negative:10517 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.621 true_negative_rate:0.950 true_positive:23485 true_negative:1747 false_positive:92 false_negative:14310 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.540 true_negative_rate:0.978 true_positive:20401 true_negative:1799 false_positive:40 false_negative:17394 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.477 true_negative_rate:0.985 true_positive:18018 true_negative:1811 false_positive:28 false_negative:19777 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.421 true_negative_rate:0.991 true_positive:15909 true_negative:1822 false_positive:17 false_negative:21886 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.358 true_negative_rate:0.999 true_positive:13549 true_negative:1837 false_positive:2 false_negative:24246 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.289 true_negative_rate:0.999 true_positive:10912 true_negative:1837 false_positive:2 false_negative:26883 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:1.000 true_positive:8740 true_negative:1839 false_positive:0 false_negative:29055 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.185 true_negative_rate:1.000 true_positive:6982 true_negative:1839 false_positive:0 false_negative:30813 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5328 true_negative:1839 false_positive:0 false_negative:32467 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3792 true_negative:1839 false_positive:0 false_negative:34003 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2552 true_negative:1839 false_positive:0 false_negative:35243 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1370 true_negative:1839 false_positive:0 false_negative:36425 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:567 true_negative:1839 false_positive:0 false_negative:37228 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:67 true_negative:1839 false_positive:0 false_negative:37728 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:1839 false_positive:0 false_negative:37760 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:1839 false_positive:0 false_negative:37770 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:1839 false_positive:0 false_negative:37783 
aces_publicb_ocount_20_osize_22_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1839 false_positive:0 false_negative:37794 
