csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.000 precision:0.878 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:2353 false_negative:0 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.050 precision:0.879 recall:0.966 true_negative_rate:0.045 true_positive:16286 true_negative:107 false_positive:2246 false_negative:571 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.100 precision:0.880 recall:0.869 true_negative_rate:0.155 true_positive:14647 true_negative:364 false_positive:1989 false_negative:2210 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.150 precision:0.892 recall:0.697 true_negative_rate:0.397 true_positive:11743 true_negative:933 false_positive:1420 false_negative:5114 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.200 precision:0.926 recall:0.500 true_negative_rate:0.714 true_positive:8429 true_negative:1679 false_positive:674 false_negative:8428 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.250 precision:0.976 recall:0.363 true_negative_rate:0.937 true_positive:6125 true_negative:2204 false_positive:149 false_negative:10732 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.300 precision:0.991 recall:0.267 true_negative_rate:0.983 true_positive:4505 true_negative:2314 false_positive:39 false_negative:12352 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.197 true_negative_rate:0.996 true_positive:3322 true_negative:2343 false_positive:10 false_negative:13535 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:2424 true_negative:2353 false_positive:0 false_negative:14433 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.098 true_negative_rate:1.000 true_positive:1657 true_negative:2353 false_positive:0 false_negative:15200 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:1039 true_negative:2353 false_positive:0 false_negative:15818 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:619 true_negative:2353 false_positive:0 false_negative:16238 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:328 true_negative:2353 false_positive:0 false_negative:16529 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:155 true_negative:2353 false_positive:0 false_negative:16702 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:54 true_negative:2353 false_positive:0 false_negative:16803 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:2353 false_positive:0 false_negative:16831 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:2353 false_positive:0 false_negative:16839 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:14 true_negative:2353 false_positive:0 false_negative:16843 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:2353 false_positive:0 false_negative:16853 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:2353 false_positive:0 false_negative:16854 
csail_ocount_60_osize_11_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2353 false_positive:0 false_negative:16856 
