csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.000 precision:0.983 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:286 false_negative:0 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.050 precision:0.992 recall:0.976 true_negative_rate:0.521 true_positive:16453 true_negative:149 false_positive:137 false_negative:404 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.100 precision:0.996 recall:0.898 true_negative_rate:0.811 true_positive:15146 true_negative:232 false_positive:54 false_negative:1711 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.748 true_negative_rate:0.906 true_positive:12605 true_negative:259 false_positive:27 false_negative:4252 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.563 true_negative_rate:0.958 true_positive:9494 true_negative:274 false_positive:12 false_negative:7363 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.404 true_negative_rate:0.990 true_positive:6818 true_negative:283 false_positive:3 false_negative:10039 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.294 true_negative_rate:0.997 true_positive:4955 true_negative:285 false_positive:1 false_negative:11902 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.218 true_negative_rate:1.000 true_positive:3681 true_negative:286 false_positive:0 false_negative:13176 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2611 true_negative:286 false_positive:0 false_negative:14246 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.102 true_negative_rate:1.000 true_positive:1717 true_negative:286 false_positive:0 false_negative:15140 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:1085 true_negative:286 false_positive:0 false_negative:15772 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:637 true_negative:286 false_positive:0 false_negative:16220 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:358 true_negative:286 false_positive:0 false_negative:16499 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:143 true_negative:286 false_positive:0 false_negative:16714 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:54 true_negative:286 false_positive:0 false_negative:16803 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:286 false_positive:0 false_negative:16832 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:286 false_positive:0 false_negative:16838 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:9 true_negative:286 false_positive:0 false_negative:16848 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:286 false_positive:0 false_negative:16852 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:286 false_positive:0 false_negative:16854 
csail_ocount_140_osize_2_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:286 false_positive:0 false_negative:16856 
