edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.000 precision:0.950 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:2343 false_negative:0 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.050 precision:0.994 recall:0.705 true_negative_rate:0.922 true_positive:31430 true_negative:2161 false_positive:182 false_negative:13157 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.100 precision:0.998 recall:0.443 true_negative_rate:0.984 true_positive:19748 true_negative:2306 false_positive:37 false_negative:24839 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.304 true_negative_rate:0.996 true_positive:13552 true_negative:2334 false_positive:9 false_negative:31035 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.217 true_negative_rate:1.000 true_positive:9668 true_negative:2343 false_positive:0 false_negative:34919 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.166 true_negative_rate:1.000 true_positive:7381 true_negative:2343 false_positive:0 false_negative:37206 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5723 true_negative:2343 false_positive:0 false_negative:38864 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4880 true_negative:2343 false_positive:0 false_negative:39707 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3947 true_negative:2343 false_positive:0 false_negative:40640 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3616 true_negative:2343 false_positive:0 false_negative:40971 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3320 true_negative:2343 false_positive:0 false_negative:41267 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3108 true_negative:2343 false_positive:0 false_negative:41479 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3054 true_negative:2343 false_positive:0 false_negative:41533 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2699 true_negative:2343 false_positive:0 false_negative:41888 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:668 true_negative:2343 false_positive:0 false_negative:43919 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:400 true_negative:2343 false_positive:0 false_negative:44187 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:2343 false_positive:0 false_negative:44581 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2343 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2343 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2343 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_7_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2343 false_positive:0 false_negative:44586 
