fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.000 precision:0.987 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:491 false_negative:0 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.050 precision:0.992 recall:0.975 true_negative_rate:0.401 true_positive:35547 true_negative:197 false_positive:294 false_negative:918 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.100 precision:0.995 recall:0.898 true_negative_rate:0.697 true_positive:32750 true_negative:342 false_positive:149 false_negative:3715 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.150 precision:0.997 recall:0.755 true_negative_rate:0.837 true_positive:27544 true_negative:411 false_positive:80 false_negative:8921 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.585 true_negative_rate:0.896 true_positive:21317 true_negative:440 false_positive:51 false_negative:15148 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.452 true_negative_rate:0.955 true_positive:16485 true_negative:469 false_positive:22 false_negative:19980 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.343 true_negative_rate:0.978 true_positive:12518 true_negative:480 false_positive:11 false_negative:23947 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.245 true_negative_rate:1.000 true_positive:8936 true_negative:491 false_positive:0 false_negative:27529 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.172 true_negative_rate:1.000 true_positive:6261 true_negative:491 false_positive:0 false_negative:30204 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.120 true_negative_rate:1.000 true_positive:4373 true_negative:491 false_positive:0 false_negative:32092 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.079 true_negative_rate:1.000 true_positive:2889 true_negative:491 false_positive:0 false_negative:33576 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1795 true_negative:491 false_positive:0 false_negative:34670 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.025 true_negative_rate:1.000 true_positive:898 true_negative:491 false_positive:0 false_negative:35567 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:330 true_negative:491 false_positive:0 false_negative:36135 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:142 true_negative:491 false_positive:0 false_negative:36323 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:65 true_negative:491 false_positive:0 false_negative:36400 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:30 true_negative:491 false_positive:0 false_negative:36435 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:491 false_positive:0 false_negative:36451 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:491 false_positive:0 false_negative:36455 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:491 false_positive:0 false_negative:36459 
fr079_ocount_120_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:491 false_positive:0 false_negative:36464 
