fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.000 precision:0.953 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:1728 false_negative:0 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.050 precision:0.951 recall:0.931 true_negative_rate:0.034 true_positive:32425 true_negative:58 false_positive:1670 false_negative:2406 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.100 precision:0.952 recall:0.784 true_negative_rate:0.195 true_positive:27316 true_negative:337 false_positive:1391 false_negative:7515 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.150 precision:0.955 recall:0.602 true_negative_rate:0.431 true_positive:20966 true_negative:745 false_positive:983 false_negative:13865 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.200 precision:0.973 recall:0.468 true_negative_rate:0.740 true_positive:16288 true_negative:1278 false_positive:450 false_negative:18543 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.250 precision:0.993 recall:0.386 true_negative_rate:0.944 true_positive:13454 true_negative:1632 false_positive:96 false_negative:21377 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.323 true_negative_rate:0.995 true_positive:11255 true_negative:1719 false_positive:9 false_negative:23576 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.270 true_negative_rate:1.000 true_positive:9392 true_negative:1728 false_positive:0 false_negative:25439 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.227 true_negative_rate:1.000 true_positive:7906 true_negative:1728 false_positive:0 false_negative:26925 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6417 true_negative:1728 false_positive:0 false_negative:28414 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4967 true_negative:1728 false_positive:0 false_negative:29864 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3833 true_negative:1728 false_positive:0 false_negative:30998 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.076 true_negative_rate:1.000 true_positive:2653 true_negative:1728 false_positive:0 false_negative:32178 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1690 true_negative:1728 false_positive:0 false_negative:33141 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1239 true_negative:1728 false_positive:0 false_negative:33592 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:966 true_negative:1728 false_positive:0 false_negative:33865 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:646 true_negative:1728 false_positive:0 false_negative:34185 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:210 true_negative:1728 false_positive:0 false_negative:34621 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:61 true_negative:1728 false_positive:0 false_negative:34770 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:1728 false_positive:0 false_negative:34818 
fhw_ocount_20_osize_19_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1728 false_positive:0 false_negative:34830 
