aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.000 precision:0.912 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3626 false_negative:0 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.050 precision:0.959 recall:0.867 true_negative_rate:0.613 true_positive:32762 true_negative:2224 false_positive:1402 false_negative:5033 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.100 precision:0.991 recall:0.723 true_negative_rate:0.929 true_positive:27320 true_negative:3368 false_positive:258 false_negative:10475 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.622 true_negative_rate:0.973 true_positive:23527 true_negative:3528 false_positive:98 false_negative:14268 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.200 precision:0.997 recall:0.542 true_negative_rate:0.981 true_positive:20491 true_negative:3556 false_positive:70 false_negative:17304 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.477 true_negative_rate:0.990 true_positive:18020 true_negative:3591 false_positive:35 false_negative:19775 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.300 precision:0.999 recall:0.421 true_negative_rate:0.994 true_positive:15903 true_negative:3604 false_positive:22 false_negative:21892 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.358 true_negative_rate:0.994 true_positive:13549 true_negative:3605 false_positive:21 false_negative:24246 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.289 true_negative_rate:0.998 true_positive:10911 true_negative:3618 false_positive:8 false_negative:26884 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.233 true_negative_rate:0.998 true_positive:8788 true_negative:3620 false_positive:6 false_negative:29007 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:7039 true_negative:3626 false_positive:0 false_negative:30756 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:5354 true_negative:3626 false_positive:0 false_negative:32441 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.101 true_negative_rate:1.000 true_positive:3803 true_negative:3626 false_positive:0 false_negative:33992 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2532 true_negative:3626 false_positive:0 false_negative:35263 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1303 true_negative:3626 false_positive:0 false_negative:36492 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:527 true_negative:3626 false_positive:0 false_negative:37268 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:77 true_negative:3626 false_positive:0 false_negative:37718 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:33 true_negative:3626 false_positive:0 false_negative:37762 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:3626 false_positive:0 false_negative:37769 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3626 false_positive:0 false_negative:37783 
aces_publicb_ocount_160_osize_7_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3626 false_positive:0 false_negative:37794 
