fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.000 precision:0.896 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:4224 false_negative:0 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.050 precision:0.917 recall:0.981 true_negative_rate:0.229 true_positive:35763 true_negative:969 false_positive:3255 false_negative:702 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.100 precision:0.948 recall:0.920 true_negative_rate:0.560 true_positive:33556 true_negative:2365 false_positive:1859 false_negative:2909 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.150 precision:0.968 recall:0.790 true_negative_rate:0.772 true_positive:28790 true_negative:3259 false_positive:965 false_negative:7675 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.200 precision:0.981 recall:0.623 true_negative_rate:0.895 true_positive:22734 true_negative:3781 false_positive:443 false_negative:13731 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.250 precision:0.990 recall:0.484 true_negative_rate:0.960 true_positive:17632 true_negative:4054 false_positive:170 false_negative:18833 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.300 precision:0.995 recall:0.374 true_negative_rate:0.985 true_positive:13640 true_negative:4162 false_positive:62 false_negative:22825 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.350 precision:0.997 recall:0.278 true_negative_rate:0.993 true_positive:10122 true_negative:4196 false_positive:28 false_negative:26343 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.400 precision:0.998 recall:0.198 true_negative_rate:0.996 true_positive:7236 true_negative:4208 false_positive:16 false_negative:29229 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.450 precision:0.998 recall:0.139 true_negative_rate:0.998 true_positive:5081 true_negative:4216 false_positive:8 false_negative:31384 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.097 true_negative_rate:1.000 true_positive:3539 true_negative:4223 false_positive:1 false_negative:32926 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:2331 true_negative:4224 false_positive:0 false_negative:34134 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1344 true_negative:4224 false_positive:0 false_negative:35121 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:620 true_negative:4224 false_positive:0 false_negative:35845 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:241 true_negative:4224 false_positive:0 false_negative:36224 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:106 true_negative:4224 false_positive:0 false_negative:36359 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:4224 false_positive:0 false_negative:36417 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:28 true_negative:4224 false_positive:0 false_negative:36437 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:4224 false_positive:0 false_negative:36452 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:4224 false_positive:0 false_negative:36459 
fr079_ocount_80_osize_11_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4224 false_positive:0 false_negative:36464 
